P_harmonic_ratio,Q_harmonic_ratio,assemblies_applied,best_global_candidate,best_per_pair_max_J_lock_resid,best_per_pair_mean_J_lock_resid,beta0,beta1,beta2,beta3,decision_used_delta_beta_any,measured_delta_beta2_sum,pair_A_count,pair_B_count,pair_H_coherence,pair_kappa_orientation_ratio,pair_transport_harmonic_ratio,pairings,selected_C_eigen_J_lock_mean_avg,selected_kappa_flip_abs_avg,signed_birth_over_abs_sum_ratio,variant
0.24880104631557917,0.38179479579105513,1,unit_C_eigen_raw_even_odd,0.676487618945614,0.4485530110320348,1,0,4,0,False,4,3,1,0.054707497637611055,0.02152804213954455,0.38179479579105513,4,0.49143315688516676,0.9999999999980294,-0.6246641039192367,real_growth
0.0,0.0,0,,0.0,0.0,1,0,0,0,False,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,strict_symmetrized_control
0.30478665264400706,0.30256353746579273,2,unit_C_eigen_raw_even_odd,0.41837474382596096,0.20888636621708123,1,0,6,0,False,6,2,2,0.04764130641473595,0.1077135369239651,0.30256353746579273,4,0.33136130613840686,0.8083799576359628,0.07042246953279575,no_backreaction
