A_gate_minus,A_gate_plus,A_rank_score_avg,A_rank_score_minus,A_rank_score_plus,C_lock_max_minus,C_lock_max_plus,C_lock_max_worst,C_lock_mean_avg,C_lock_mean_minus,C_lock_mean_plus,C_lock_mean_worst,P_norm_minus,P_norm_plus,QP_balance_proxy_min,Q_norm_minus,Q_norm_plus,beta2_opening_audit_minus,beta2_opening_audit_plus,candidate_id,cascade_index,comm_abs_area_balance_proxy,comm_abs_area_minus,comm_abs_area_plus,decision_used_delta_beta,delta_beta2_audit_minus,delta_beta2_audit_plus,directed_imbalance_avg,directed_imbalance_minus,directed_imbalance_plus,event_t,face_a,face_b,move_class,pareto_audit_score,passes_A_gate_both,passes_C_lock_worst,passes_QP_proxy,passes_all_pareto_gate,passes_beta2_audit_both,passes_phase_flip,phase_flip_quality_0_1,rule,scan_id,selected_minus,selected_plus,signed_amplitude_avg,signed_amplitude_balance_zero_if_equal,signed_amplitude_min,signed_birth_minus,signed_birth_plus,signed_flip_abs,signed_flip_score_zero_if_perfect,top_rank_by_pareto_audit_score,transport_cosine_minus,transport_cosine_plus,transverse_complementarity_avg,transverse_complementarity_minus,transverse_complementarity_plus,variant
True,True,23.429410824773548,23.429410824773548,23.429410824773548,0.2800658013906364,0.4435102591428361,0.4435102591428361,0.3617880302667327,0.28006580139063264,0.44351025914283265,0.44351025914283265,0.654420859834562,0.47400210930983555,0.8336754197139301,0.5455745849929632,0.48773289990712415,True,True,36,1,0.9174007539755132,0.10829757630674695,0.09935227815844774,False,1,1,0.5902665693185405,0.5902665693185405,0.5902665693185405,6,4 5 6,0 1 3,handle_candidate,3.8571161023693396e-13,True,False,True,False,True,False,7.706311211105672e-13,C_eigen_guided_rule,0,False,False,0.5959017190175253,0.08160517865211483,0.547273052777957,-0.6445303852570936,-0.547273052777957,0.9999999999991609,-0.9999999999991609,2,-0.2886817040805139,0.03321035502721625,0.3417300614853196,0.3417300614853196,0.3417300614853196,no_backreaction
True,True,23.548975715173086,23.548975715173086,23.548975715173086,0.18117912915544102,0.16875463166528396,0.18117912915544102,0.1749668804103604,0.18117912915543988,0.16875463166528093,0.18117912915543988,0.48350090393169576,0.4899665625568022,0.7189895383283336,0.6724727943262248,0.4420139362788122,True,True,34,1,0.674020065439961,0.05793386614569118,0.08595273214485286,False,1,1,0.5902665693185405,0.5902665693185405,0.5902665693185405,6,4 5 6,0 1 2,handle_candidate,7.249932122841265e-14,True,True,True,False,True,False,2.47041738402484e-13,C_eigen_guided_rule,0,False,False,0.1677558775515004,0.9171141264237215,0.013904592457952778,-0.321607162645048,-0.013904592457952778,0.9999999999970195,-0.9999999999970195,3,0.6859348976363246,-0.12890244341825408,0.41941405673564996,0.41941405673564996,0.41941405673564996,no_backreaction
True,True,18.856887784898852,18.856887784898852,18.856887784898852,0.8080017943199819,0.5259471572933395,0.8080017943199819,0.6669744758066445,0.8080017943199722,0.5259471572933168,0.8080017943199722,0.4605760135767254,0.418176274833398,0.44359183071900465,0.25555805992229874,0.9427050857883137,True,True,38,1,0.3177538060501519,0.056033949943294935,0.17634391430116558,False,1,1,0.12206187543724384,0.12206187543724384,0.12206187543724384,6,1 4 6,0 2 3,handle_candidate,4.054728537119348e-14,True,False,False,False,True,False,6.40779920041392e-13,C_eigen_guided_rule,0,False,False,0.6381337717820912,0.18225667069285653,0.521829635080321,-0.521829635080321,-0.7544379084838614,0.9999999999992164,-0.9999999999992164,4,-0.5479550967181399,0.7113022689892015,0.26550234612555595,0.26550234612555595,0.26550234612555595,no_backreaction
True,True,18.856887784898852,18.856887784898852,18.856887784898852,0.8080017943199819,0.5259471572933395,0.8080017943199819,0.6669744758066445,0.8080017943199722,0.5259471572933168,0.8080017943199722,0.4605760135767254,0.418176274833398,0.44359183071900465,0.25555805992229874,0.9427050857883137,True,True,62,2,0.3177538060501519,0.056033949943294935,0.17634391430116558,False,1,1,0.12206187543724384,0.12206187543724384,0.12206187543724384,6,1 4 6,0 2 3,handle_candidate,4.054728537119348e-14,True,False,False,False,True,False,6.40779920041392e-13,C_eigen_guided_rule,1,False,True,0.6381337717820912,0.18225667069285653,0.521829635080321,-0.521829635080321,-0.7544379084838614,0.9999999999992164,-0.9999999999992164,5,-0.5479550967181399,0.7113022689892015,0.26550234612555595,0.26550234612555595,0.26550234612555595,no_backreaction
True,True,20.107706406624303,20.107706406624303,20.107706406624303,0.2473930019533826,0.7102510314009614,0.7102510314009614,0.478822016676978,0.24739300195303898,0.7102510314009169,0.7102510314009169,0.3167183149888888,0.6367681827523352,0.37294877217280153,0.8492273969513648,0.547391112892708,True,True,42,1,0.3699461507444474,0.06447188423970167,0.17427369931973644,False,1,1,0.19557024887060076,0.19557024887060076,0.19557024887060076,6,4 5 6,0 2 3,handle_candidate,3.9079381818702245e-14,True,False,False,False,True,False,6.79146258996973e-13,C_eigen_guided_rule,0,False,False,0.4955585932007478,0.32689198086513344,0.33356446303445303,0.6575527233670425,0.33356446303445303,0.999999999998991,0.999999999998991,6,0.9235046644066841,-0.15010521074578276,0.281228066820324,0.281228066820324,0.281228066820324,no_backreaction
True,True,20.107706406624303,20.107706406624303,20.107706406624303,0.2473930019533826,0.7102510314009614,0.7102510314009614,0.478822016676978,0.24739300195303898,0.7102510314009169,0.7102510314009169,0.3167183149888888,0.6367681827523352,0.37294877217280153,0.8492273969513648,0.547391112892708,True,True,66,2,0.3699461507444474,0.06447188423970167,0.17427369931973644,False,1,1,0.19557024887060076,0.19557024887060076,0.19557024887060076,6,4 5 6,0 2 3,handle_candidate,3.9079381818702245e-14,True,False,False,False,True,False,6.79146258996973e-13,C_eigen_guided_rule,1,True,False,0.4955585932007478,0.32689198086513344,0.33356446303445303,0.6575527233670425,0.33356446303445303,0.999999999998991,0.999999999998991,7,0.9235046644066841,-0.15010521074578276,0.281228066820324,0.281228066820324,0.281228066820324,no_backreaction
True,True,18.55948681495985,18.55948681495985,18.55948681495985,0.4592668851079638,0.9082745035104552,0.9082745035104552,0.6837706943087918,0.45926688510781866,0.9082745035097649,0.9082745035097649,0.14045278247434095,0.39210321790970454,0.21245370247709322,0.6610983044142154,0.5341626267065047,True,True,40,1,0.4759527955386914,0.037880907083045236,0.07958963039537362,False,1,1,0.09351592750669213,0.09351592750669213,0.09351592750669213,6,1 5 6,0 2 3,handle_candidate,2.0723895827297432e-14,True,False,False,False,True,False,7.547009723801284e-13,C_eigen_guided_rule,0,False,False,0.6601436152891058,0.003701885391382866,0.6576998392834505,0.6625873912947611,0.6576998392834505,0.9999999999992425,0.9999999999992425,8,0.9399600857795589,0.3819805207533921,0.29618128445723796,0.29618128445723796,0.29618128445723796,no_backreaction
True,True,18.55948681495985,18.55948681495985,18.55948681495985,0.4592668851079638,0.9082745035104552,0.9082745035104552,0.6837706943087918,0.45926688510781866,0.9082745035097649,0.9082745035097649,0.14045278247434095,0.39210321790970454,0.21245370247709322,0.6610983044142154,0.5341626267065047,True,True,64,2,0.4759527955386914,0.037880907083045236,0.07958963039537362,False,1,1,0.09351592750669213,0.09351592750669213,0.09351592750669213,6,1 5 6,0 2 3,handle_candidate,2.0723895827297432e-14,True,False,False,False,True,False,7.547009723801284e-13,C_eigen_guided_rule,1,False,False,0.6601436152891058,0.003701885391382866,0.6576998392834505,0.6625873912947611,0.6576998392834505,0.9999999999992425,0.9999999999992425,9,0.9399600857795589,0.3819805207533921,0.29618128445723796,0.29618128445723796,0.29618128445723796,no_backreaction
True,True,19.50508846708531,19.50508846708531,19.50508846708531,0.17309180304907085,0.13800603779333967,0.17309180304907085,0.15554892042120144,0.17309180304906585,0.13800603779333703,0.17309180304906585,0.9623835546302191,1.9332642228736154,0.929408608359379,1.0354794930596984,1.8917858976456636,True,True,32,1,0.28307179271078525,0.18593209519339876,0.6568372405196964,False,2,2,0.47978443481550515,0.47978443481550515,0.47978443481550515,6,3 4 5,0 1 2,handle_candidate,8.450422033841799e-13,True,True,True,False,True,False,2.4422921653742015e-12,A_rank_rule,0,False,False,0.19416721361096148,0.05155591222651235,0.1841567457887425,-0.1841567457887425,-0.20417768143318046,0.999999999997425,-0.999999999997425,1,0.19267692094939406,-0.06027679987050255,0.33612090443309484,0.33612090443309484,0.33612090443309484,real_growth
True,True,19.364494931025543,19.364494931025543,19.364494931025543,0.3443196933378935,0.5671924774837644,0.5671924774837644,0.4557560854108256,0.34431969333788964,0.5671924774837616,0.5671924774837616,0.7307898873544995,0.5398543714174099,0.8481124104001293,0.6582588934349576,0.6365363421127925,True,True,36,1,0.9081027752728306,0.1809959497870077,0.16436292431563168,False,1,1,0.3811503034968431,0.3811503034968431,0.3811503034968431,6,4 5 6,0 1 3,handle_candidate,2.306393337188412e-13,True,False,True,False,True,False,8.618600600173261e-13,A_rank_rule,0,False,False,0.5214436664316527,0.10130293004409745,0.46861989516913866,-0.5742674376941668,-0.46861989516913866,0.999999999999041,-0.999999999999041,2,-0.13783114135211968,0.170462934859557,0.3417300614853196,0.3417300614853196,0.3417300614853196,real_growth
True,True,18.69590077275841,18.69590077275841,18.69590077275841,0.21072250047328897,0.28028353771197884,0.28028353771197884,0.2455030190925789,0.2107225004732547,0.2802835377119031,0.2802835377119031,0.9546933911204597,1.1384832877806754,0.7383346530496244,1.2930361417772371,1.3075542505366418,True,True,50,2,0.6348993656734785,0.2542861223330367,0.40051405951975433,False,1,1,0.3791562656974019,0.3791562656974019,0.3791562656974019,6,2 4 6,0 1 3,handle_candidate,2.0872858383636532e-13,True,False,True,False,True,False,6.802380962784882e-13,A_rank_rule,1,False,False,0.37695399082780673,0.48714823187025785,0.19332152069935968,0.19332152069935968,0.5605864609562538,0.9999999999986736,0.9999999999986736,3,0.598812396982509,0.24994604660966552,0.32877235633942,0.32877235633942,0.32877235633942,real_growth
True,True,19.129510723883353,19.129510723883353,19.129510723883353,0.24701125197646565,0.28878626181580047,0.28878626181580047,0.267898756896114,0.24701125197645235,0.28878626181577566,0.28878626181577566,1.1351101094362428,1.1726085634664265,0.9157282783576763,1.1525569676893292,1.0737908210114946,True,True,48,2,0.8590081817648477,0.31954087572791445,0.3719881632216273,False,1,1,0.42938292169118075,0.42938292169118075,0.42938292169118075,6,2 4 5,0 1 3,handle_candidate,1.406295940776376e-13,True,False,True,False,True,False,8.33099100986424e-13,A_rank_rule,1,True,True,0.16242664306157095,0.7293554929838307,0.0439598787373255,0.2808934073858164,0.0439598787373255,0.9999999999969218,0.9999999999969218,4,0.03121131064012711,-0.14755459970445156,0.31593600984829,0.31593600984829,0.31593600984829,real_growth
True,True,15.887603690960603,15.887603690960603,15.887603690960603,0.8263248644171814,0.844704018236015,0.844704018236015,0.8355144413260002,0.8263248644167731,0.8447040182352272,0.8447040182352272,0.5303354204120347,0.3234158629631952,0.48370964508170844,0.8779044522402337,0.6686157000406306,True,True,40,1,0.45835739228052463,0.2123494111470391,0.09733192234612016,False,1,1,0.12176837387743455,0.12176837387743455,0.12176837387743455,6,1 5 6,0 2 3,handle_candidate,3.248609706888292e-14,True,False,False,False,True,False,4.616231648455259e-13,A_rank_rule,0,False,False,0.6410550530593416,0.40820782431429,0.37937136458410187,0.37937136458410187,0.9027387415345813,0.99999999999922,0.99999999999922,5,0.49928114960868564,0.6604548049100215,0.29618128445723796,0.29618128445723796,0.29618128445723796,real_growth
True,True,17.211154376994966,17.211154376994966,17.211154376994966,0.6558481898342645,0.6537817662609962,0.6558481898342645,0.6548149780474126,0.6558481898339875,0.6537817662608376,0.6558481898339875,0.2483122877262171,0.5760850153429465,0.20581478066318648,1.2064842326964431,0.6975294686160683,True,True,42,1,0.7417690193689589,0.14832299072698446,0.19995845991576286,False,1,1,0.16642212957303973,0.16642212957303973,0.16642212957303973,6,4 5 6,0 2 3,handle_candidate,3.002147305995518e-14,True,False,False,False,True,False,1.2543520067757348e-12,A_rank_rule,0,False,False,0.3710500551401525,0.0691111097789186,0.34540637404585306,0.3966937362344519,0.34540637404585306,0.9999999999986525,0.9999999999986525,6,0.9201251933605759,0.18986437963815178,0.281228066820324,0.281228066820324,0.281228066820324,real_growth
True,True,16.247818131630577,16.247818131630577,16.247818131630577,0.887507734204899,0.3652665636581663,0.887507734204899,0.6263871489315123,0.8875077342048959,0.3652665636581287,0.8875077342048959,0.6214988264900329,0.5169001007203404,0.4440413113820781,0.7264661727374848,1.164081105676959,True,True,38,1,0.9024629197559728,0.18464330196852802,0.20459932250463359,False,1,1,0.1527644755974492,0.1527644755974492,0.1527644755974492,6,1 4 6,0 2 3,handle_candidate,2.5043334107055502e-14,True,False,False,False,True,False,4.04923881768626e-13,A_rank_rule,0,False,False,0.628909904479299,0.49075257105652076,0.32027075189292664,-0.32027075189292664,-0.9375490570656712,0.9999999999992049,-0.9999999999992049,7,0.18815359180817479,0.7991272171320766,0.26550234612555595,0.26550234612555595,0.26550234612555595,real_growth
True,True,16.247818131630577,16.247818131630577,16.247818131630577,0.887507734204899,0.3652665636581663,0.887507734204899,0.6263871489315123,0.8875077342048959,0.3652665636581287,0.8875077342048959,0.6214988264900329,0.5169001007203404,0.4440413113820781,0.7264661727374848,1.164081105676959,True,True,52,2,0.9024629197559728,0.18464330196852802,0.20459932250463359,False,1,1,0.1527644755974492,0.1527644755974492,0.1527644755974492,6,1 4 6,0 2 3,handle_candidate,2.5043334107055502e-14,True,False,False,False,True,False,4.04923881768626e-13,A_rank_rule,1,False,False,0.628909904479299,0.49075257105652076,0.32027075189292664,-0.32027075189292664,-0.9375490570656712,0.9999999999992049,-0.9999999999992049,8,0.18815359180817479,0.7991272171320766,0.26550234612555595,0.26550234612555595,0.26550234612555595,real_growth
True,True,19.526547363494412,19.526547363494412,19.526547363494412,0.21294058867652324,0.4620421301989585,0.4620421301989585,0.3374913594377307,0.2129405886765075,0.4620421301989539,0.4620421301989539,0.5601566550292781,0.663189922928676,0.7476271321231379,0.7492460224627989,0.5035393979514773,True,True,34,1,0.6627416645842433,0.10539669846880446,0.15903134524409304,False,1,1,0.3811503034968431,0.3811503034968431,0.3811503034968431,6,4 5 6,0 1 2,handle_candidate,2.2522906227256837e-15,True,False,True,False,True,False,3.0432699927174295e-14,A_rank_rule,0,True,True,0.1199711891992865,0.9926979037240257,0.0008760411733799714,-0.23906633722519302,-0.0008760411733799714,0.9999999999958323,-0.9999999999958323,9,0.5064150578052397,-0.2810181344305534,0.41941405673564996,0.41941405673564996,0.41941405673564996,real_growth
True,True,19.50508846708531,19.50508846708531,19.50508846708531,0.17309180304907085,0.13800603779333967,0.17309180304907085,0.15554892042120144,0.17309180304906585,0.13800603779333703,0.17309180304906585,0.9623835546302191,1.9332642228736154,0.929408608359379,1.0354794930596984,1.8917858976456636,True,True,32,1,0.28307179271078525,0.18593209519339876,0.6568372405196964,False,2,2,0.47978443481550515,0.47978443481550515,0.47978443481550515,6,3 4 5,0 1 2,handle_candidate,8.450422033841799e-13,True,True,True,False,True,False,2.4422921653742015e-12,C_eigen_guided_rule,0,True,True,0.19416721361096148,0.05155591222651235,0.1841567457887425,-0.1841567457887425,-0.20417768143318046,0.999999999997425,-0.999999999997425,1,0.19267692094939406,-0.06027679987050255,0.33612090443309484,0.33612090443309484,0.33612090443309484,real_growth
True,True,19.364494931025543,19.364494931025543,19.364494931025543,0.3443196933378935,0.5671924774837644,0.5671924774837644,0.4557560854108256,0.34431969333788964,0.5671924774837616,0.5671924774837616,0.7307898873544995,0.5398543714174099,0.8481124104001293,0.6582588934349576,0.6365363421127925,True,True,36,1,0.9081027752728306,0.1809959497870077,0.16436292431563168,False,1,1,0.3811503034968431,0.3811503034968431,0.3811503034968431,6,4 5 6,0 1 3,handle_candidate,2.306393337188412e-13,True,False,True,False,True,False,8.618600600173261e-13,C_eigen_guided_rule,0,False,False,0.5214436664316527,0.10130293004409745,0.46861989516913866,-0.5742674376941668,-0.46861989516913866,0.999999999999041,-0.999999999999041,2,-0.13783114135211968,0.170462934859557,0.3417300614853196,0.3417300614853196,0.3417300614853196,real_growth
True,True,15.887603690960603,15.887603690960603,15.887603690960603,0.8263248644171814,0.844704018236015,0.844704018236015,0.8355144413260002,0.8263248644167731,0.8447040182352272,0.8447040182352272,0.5303354204120347,0.3234158629631952,0.48370964508170844,0.8779044522402337,0.6686157000406306,True,True,40,1,0.45835739228052463,0.2123494111470391,0.09733192234612016,False,1,1,0.12176837387743455,0.12176837387743455,0.12176837387743455,6,1 5 6,0 2 3,handle_candidate,3.248609706888292e-14,True,False,False,False,True,False,4.616231648455259e-13,C_eigen_guided_rule,0,False,False,0.6410550530593416,0.40820782431429,0.37937136458410187,0.37937136458410187,0.9027387415345813,0.99999999999922,0.99999999999922,3,0.49928114960868564,0.6604548049100215,0.29618128445723796,0.29618128445723796,0.29618128445723796,real_growth
True,True,15.887603690960603,15.887603690960603,15.887603690960603,0.8263248644171814,0.844704018236015,0.844704018236015,0.8355144413260002,0.8263248644167731,0.8447040182352272,0.8447040182352272,0.5303354204120347,0.3234158629631952,0.48370964508170844,0.8779044522402337,0.6686157000406306,True,True,64,2,0.45835739228052463,0.2123494111470391,0.09733192234612016,False,1,1,0.12176837387743455,0.12176837387743455,0.12176837387743455,6,1 5 6,0 2 3,handle_candidate,3.248609706888292e-14,True,False,False,False,True,False,4.616231648455259e-13,C_eigen_guided_rule,1,False,False,0.6410550530593416,0.40820782431429,0.37937136458410187,0.37937136458410187,0.9027387415345813,0.99999999999922,0.99999999999922,4,0.49928114960868564,0.6604548049100215,0.29618128445723796,0.29618128445723796,0.29618128445723796,real_growth
True,True,17.211154376994966,17.211154376994966,17.211154376994966,0.6558481898342645,0.6537817662609962,0.6558481898342645,0.6548149780474126,0.6558481898339875,0.6537817662608376,0.6558481898339875,0.2483122877262171,0.5760850153429465,0.20581478066318648,1.2064842326964431,0.6975294686160683,True,True,42,1,0.7417690193689589,0.14832299072698446,0.19995845991576286,False,1,1,0.16642212957303973,0.16642212957303973,0.16642212957303973,6,4 5 6,0 2 3,handle_candidate,3.002147305995518e-14,True,False,False,False,True,False,1.2543520067757348e-12,C_eigen_guided_rule,0,False,False,0.3710500551401525,0.0691111097789186,0.34540637404585306,0.3966937362344519,0.34540637404585306,0.9999999999986525,0.9999999999986525,5,0.9201251933605759,0.18986437963815178,0.281228066820324,0.281228066820324,0.281228066820324,real_growth
