A_gated_both_count,C_lock_pass_count,all_pareto_gate_pass_count,best_C_candidate_id,best_C_flip_abs,best_C_lock_worst,best_all_gate_C_lock_worst,best_all_gate_candidate_id,best_all_gate_flip_abs,best_flip_C_lock_worst,best_flip_abs,best_flip_candidate_id,best_score,best_score_C_lock_worst,best_score_QP_proxy,best_score_candidate_id,best_score_flip_abs,best_score_signed_amp_min,beta2_opening_both_audit_count,decision_used_delta_beta_any,matched_candidate_count,pareto_front_count,phase_flip_pass_count,rule,variant
9,2,0,32,0.9999999999981243,0.1544549595997748,0.0,,0.0,0.2382107632221852,0.9999999999967404,44,1.3090380082728218e-12,0.1544549595997748,0.9059463520730224,32,0.9999999999981243,0.26074189653167273,9,False,9,6,0,A_rank_rule,no_backreaction
9,2,0,32,0.9999999999981243,0.1544549595997748,0.0,,0.0,0.18117912915543988,0.9999999999970195,34,1.3090380082728218e-12,0.1544549595997748,0.9059463520730224,32,0.9999999999981243,0.26074189653167273,9,False,9,5,0,C_eigen_guided_rule,no_backreaction
9,1,0,32,0.999999999997425,0.17309180304906585,0.0,,0.0,0.4620421301989539,0.9999999999958323,34,8.450422033841799e-13,0.17309180304906585,0.929408608359379,32,0.999999999997425,0.1841567457887425,9,False,9,3,0,A_rank_rule,real_growth
9,1,0,32,0.999999999997425,0.17309180304906585,0.0,,0.0,0.4620421301989539,0.9999999999958323,34,8.450422033841799e-13,0.17309180304906585,0.929408608359379,32,0.999999999997425,0.1841567457887425,9,False,9,3,0,C_eigen_guided_rule,real_growth
