A_C_lock,A_QP_balance,A_applied,A_delta_beta2_audit_only,A_face_a,A_face_b,A_kappa_flip_abs,A_proxy_score,B_C_lock,B_QP_balance,B_attempted,B_delta_beta2_audit_only,B_face_a,B_face_b,B_kappa_flip_abs,B_proxy_score,after_beta0,after_beta1,after_beta2,after_beta3,assembly_applied,assembly_order,cascade_index,context,decision_used_delta_beta,edge_overlap,event_t,face_overlap,failure,option,scan_id,variant,vertex_overlap
0.13800603779196915,0.9868363764111429,,2,3 4 5,0 1 2,0.42258025702727886,1.6709682581134329,0.3652665636581288,0.4440413113820778,,1,1 4 6,0 2 3,0.999999999999308,1.9323817734334174,1,0,3,0,True,A_to_B_rescan,1,shared_edge,False,1,6,0,,A_to_B_rescan_strong_reuseB,0,real_growth,5
,,True,,,,,,,,False,,,,,,,,,,False,,,,,,6,,no_B_candidate,A_to_B_rescan_strong_reuseB,1,real_growth,
