A_QP_balance,A_applied,A_delta_beta2_audit_only,A_face_a,A_face_b,A_measured_delta_beta2,A_proxy_score,B_C_lock,B_applied,B_attempted,B_delta_beta2_audit_only,B_face_a,B_face_b,B_kappa_flip_abs,B_measured_delta_beta2,B_proxy_score,after_beta0,after_beta1,after_beta2,after_beta3,assembly_applied,cascade_index,context,decision_used_delta_beta,edge_overlap,event_t,face_overlap,scan_id,variant,vertex_overlap
0.981189648170306,True,2,3 4 5,0 1 2,2,1.6186154425244665,0.9082745035097649,True,True,1,1 5 6,0 2 3,0.23351983054727432,1,-1.954071362420246,1,0,3,0,True,1,shared_edge,False,1,6,0,0,no_backreaction,5
0.8702246660795844,True,1,3 5 6,2 4 7,1,1.4929328049973607,0.05738690117506584,True,True,2,2 6 7,0 1 3,0.9999999999992868,2,-0.9384538034632426,1,0,6,0,True,1,shared_edge,False,1,7,0,1,no_backreaction,4
