P_harm,Q_harm,assemblies,best_polar_double,best_polar_minus,best_polar_plus,best_polar_trace,best_raw_double,best_raw_minus,best_raw_plus,best_raw_trace,beta,option,pair_harm,pair_local_J_lock,pairings,polar_identity_count,polar_minus_pass,proper_mono_pass,raw_identity_count,raw_minus_pass,signed_birth,used_delta_beta,valid_mono_rows,variant
0.24880104631557917,0.38179479579105513,1,1.0061484140932486e-13,0.9999999999997499,5.030742070466242e-14,0.9999999999997498,0.7263451035944326,0.9662457535666299,0.5208567995572037,0.3138615741378413,"[1, 0, 4, 0]",A_to_B_rescan_strong_reuseB,0.38179479579105513,0.4485530110320348,4,0,0,0,0,0,-0.6246641039192367,False,1,real_growth
0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[1, 0, 0, 0]",A_to_B_rescan_strong_reuseB,0.0,0.0,0,0,0,0,0,0,0.0,False,0,strict_symmetrized_control
0.3433668689249218,0.40562305647622443,2,6.989220642083982e-14,0.8660254037842222,8.635622619050602e-14,0.4999999999998752,0.6917777328240347,0.9092875647858539,0.4767669274819188,0.17381734082906708,"[1, 0, 8, 0]",A_to_B_rescan_strong_reuseB,0.40562305647622443,0.3394769439901298,4,0,0,0,0,0,-0.2852651970622306,False,2,no_backreaction
