A_C_lock,A_QP_balance,A_delta_beta2_audit_only,A_face_a,A_face_b,A_kappa_flip_abs,A_proxy_score,B_C_lock,B_QP_balance,B_delta_beta2_audit_only,B_face_a,B_face_b,B_kappa_flip_abs,B_proxy_score,after_beta0,after_beta1,after_beta2,after_beta3,assembly_applied,assembly_order,cascade_index,context,decision_used_delta_beta,edge_overlap,event_t,face_overlap,option,scan_id,stale_B_apply_reason,variant,vertex_overlap
0.13800603779333703,0.9785449268971228,2,3 4 5,0 1 2,0.9999999999982763,1.6624142958911665,0.3652665636581287,0.4440413113820781,1,1 4 6,0 2 3,0.999999999999308,-1.7094386780641262,1,0,3,0,True,stale_same_scan,1,shared_edge,False,1,6,0,stale_same_scan_strong_reuseB,0,ok,real_growth,5
0.7681716040559701,0.23730833896387216,1,0 3 6,2 4 5,0.9999999999955275,0.9039620654418813,0.4928884591740877,0.22791747648602398,2,0 3 6,1 2 5,0.9999999999989089,-2.102121276206382,1,0,4,0,False,stale_same_scan,3,shared_face,False,4,6,1,stale_same_scan_strong_reuseB,1,duplicate_tet,real_growth,5
