P_harm,Q_harm,assemblies,best_any_J2_resid,best_any_candidate,best_any_lock_mean_resid,best_any_metric,best_primary_J2_resid,best_primary_candidate,best_primary_g_nondeg_ratio,best_primary_hash_anti_resid,best_primary_lock_max_resid,best_primary_lock_mean_resid,best_primary_metric,best_primary_metric_orth_resid,best_primary_omega_nondeg_ratio,best_primary_star_span_resid,beta,beta0,beta1,beta2,beta3,compat_best_J2,compat_best_hash_anti,compat_best_lock_max,compat_best_lock_mean,compat_best_metric,compat_best_metric_orth,compat_best_omega,compat_best_star_span,compat_primary_pass,compat_row_count,compat_valid_omega_g,compatibility_gate_pass_count,motif_union_J_lock,option,pair_harm,pair_local_J_lock,pairings,primary_compat_row_count,primary_compatibility_gate_pass_count,primary_valid_omega_g_count,signed_birth,symp_best_candidate,symp_best_nondeg_ratio,symp_primary_pass,used_delta_beta,valid_omega_g_count,variant
0.24880104631557917,0.38179479579105513,1,0.33950631278000715,union_pair_exchange_skew,3.1729676627148115e-13,cochain_identity_metric,0.33950631278000715,union_pair_exchange_skew,0.9999999999989991,2.5494504862568483e-16,3.1738960302129884e-13,3.1729676627148115e-13,cochain_identity_metric,0.3395063127800071,0.7855873571765358,6.445301473119469e-16,"[1, 0, 4, 0]",1,0,4,0,0.33950631278000715,2.5494504862568483e-16,3.1738960302129884e-13,3.1729676627148115e-13,cochain_identity_metric,0.3395063127800071,union_pair_exchange_skew,6.445301473119469e-16,0,236,156,0,0.5438258343030387,A_to_B_rescan_strong_reuseB,0.38179479579105513,0.4485530110320348,4,174,0,156,-0.6246641039192367,"union_plus_link_cycle_geometric_angle_identity_unit_(0, 2)",0.7855873571765358,40,False,212,real_growth
0.0,0.0,0,,,,,0.0,,,,,0.0,,0.0,,,"[1, 0, 0, 0]",1,0,0,0,0.0,0.0,0.0,0.0,,0.0,,0.0,0,0,0,0,0.0,A_to_B_rescan_strong_reuseB,0.0,0.0,0,0,0,0,0.0,,0.0,0,False,0,strict_symmetrized_control
0.3433668689249218,0.40562305647622443,2,0.47139346883909466,union_pair_exchange_skew,1.226767382236684e-13,cochain_identity_metric,0.47139346883909466,union_pair_exchange_skew,0.9999999999989998,2.92082748160189e-16,1.2271902531146218e-13,1.226767382236684e-13,cochain_identity_metric,0.4713934688390947,0.8383203435203995,3.8206910885063955e-16,"[1, 0, 8, 0]",1,0,8,0,0.47139346883909466,2.92082748160189e-16,1.2271902531146218e-13,1.226767382236684e-13,cochain_identity_metric,0.4713934688390947,union_pair_exchange_skew,3.8206910885063955e-16,0,472,312,0,0.6611077283622376,A_to_B_rescan_strong_reuseB,0.40562305647622443,0.3394769439901298,4,348,0,312,-0.2852651970622306,"union_plus_link_cycle_geometric_angle_identity_unit_(4, 7)",0.8383203435203995,80,False,424,no_backreaction
