,beta_delta_min,beta_bool,C_good_score,flip_good_score,QP_balance_min,directed_imbalance_avg,transverse_complementarity_avg,transport_cosine_avg,comm_abs_area_avg
beta_delta_min,1.0,0.9700820532466069,0.13378184921281966,-0.11510437145203921,0.04898782501191504,0.40898407054564007,-0.02584323501844134,-0.14429203719858863,0.2628784153472905
beta_bool,0.9700820532466069,1.0,0.14130771577228418,-0.1203269855471461,-0.017546384503761316,0.3486478032697819,-0.01929477868918949,-0.17789910836731668,0.265818358834562
C_good_score,0.13378184921281966,0.14130771577228418,1.0,-0.003292068658839458,0.3913943945759206,-0.07888872549358128,0.053663870973930675,-0.2997207657040171,0.4652843663053324
flip_good_score,-0.11510437145203921,-0.1203269855471461,-0.003292068658839458,1.0,-0.13234280452091882,-0.04930585401865869,0.17101627488750462,0.2900533116876888,0.06674992383065785
QP_balance_min,0.04898782501191504,-0.017546384503761316,0.3913943945759206,-0.13234280452091882,1.0,0.035614081800383446,-0.0024917766801677873,-0.18847835351801867,0.21750629567591098
directed_imbalance_avg,0.40898407054564007,0.3486478032697819,-0.07888872549358128,-0.04930585401865869,0.035614081800383446,1.0,0.1706337169929005,-0.11129675249593812,0.2207366210477386
transverse_complementarity_avg,-0.02584323501844134,-0.01929477868918949,0.053663870973930675,0.17101627488750462,-0.0024917766801677873,0.1706337169929005,1.0,0.15951892950898525,0.09117161923459746
transport_cosine_avg,-0.14429203719858863,-0.17789910836731668,-0.2997207657040171,0.2900533116876888,-0.18847835351801867,-0.11129675249593812,0.15951892950898525,1.0,-0.3377529061972839
comm_abs_area_avg,0.2628784153472905,0.265818358834562,0.4652843663053324,0.06674992383065785,0.21750629567591098,0.2207366210477386,0.09117161923459746,-0.3377529061972839,1.0
