A_invariant,A_rank_score,K_axial_a_norm,K_axial_b_norm,a_b_transport_cosine,cascade_index,decision_used_delta_beta,directed_imbalance,event_t,face_a,face_b,measured_delta_beta1,measured_delta_beta2,move_class,pair_index,pair_vec_a_norm,pair_vec_b_norm,transported_reversed_b_norm,transverse_complementarity
3.9060387872554445,19.50508846708531,1.329608067715216,0.2474540275673554,-0.06027679987050255,1,False,0.47978443481550515,6,"[3, 4, 5]","[0, 1, 2]",0,2,handle_candidate,0,1.3376946367780393,1.3376946367786178,0.24745402756745588,0.33612090443309484
3.6469924573940053,16.247818131630577,0.5595283831834317,0.3041309291929077,0.7991272171320766,2,False,0.1527644755974492,6,"[1, 4, 6]","[0, 2, 3]",0,1,handle_candidate,1,0.8231296436752601,0.8231296436753636,0.30413092919298534,0.26550234612555595
