A_C_lock,A_QP_balance,A_delta_beta2_audit_only,A_face_a,A_face_b,A_kappa_flip_abs,A_proxy_score,B_C_lock,B_QP_balance,B_delta_beta2_audit_only,B_face_a,B_face_b,B_kappa_flip_abs,B_proxy_score,after_beta0,after_beta1,after_beta2,after_beta3,assembly_applied,assembly_order,cascade_index,context,decision_used_delta_beta,edge_overlap,event_t,face_overlap,option,scan_id,variant,vertex_overlap
0.10339126937309431,0.9955649349312868,2,3 4 5,0 1 2,0.37665691460880446,1.6332407145447474,0.5259471572933165,0.4435918307190046,1,1 4 6,0 2 3,0.9999999999991017,1.3102209842700712,1,0,3,0,True,A_to_B_rescan,1,shared_edge,False,1,6,0,A_to_B_rescan_strong_reuseB,0,no_backreaction,5
0.5029453682935672,0.782326876365014,2,0 1 6,2 5 7,0.4017705088175398,1.436952786612859,0.21723040018904338,0.8289608760166053,1,2 3 4,5 6 7,0.9999999999986882,2.287223688292571,1,0,6,0,True,A_to_B_rescan,1,shared_edge,False,1,7,0,A_to_B_rescan_strong_reuseB,1,no_backreaction,4
