A_fan_directed_mean,A_gate,A_invariant,A_live_record_gap,A_nonreciprocal_norm,A_rank_gated,A_rank_legal,A_rank_score,A_shell_gap,C_eigen_J_lock_mean_resid_eval,address_similarity,after_K_mean,after_beta0,after_beta1,after_beta2,after_beta3,after_boundary_fraction,after_edge_link_cycle_fraction,after_exact_residual_ratio,after_harmonic_ratio,applied,apply_reason,assembly_context,assembly_role,before_beta0,before_beta1,before_beta2,before_beta3,candidate_id,cascade_index,decision_used_delta_beta,delta_beta1,delta_beta2,delta_boundary_faces,directed_imbalance,encoded_move,event_t,face_a,face_b,kappa_signed_flip_abs_eval,measured_delta_beta1,measured_delta_beta2,measured_delta_beta3,move_class,new_beta1,new_beta2,nonlinear_cascade_score,proxy_A_score,proxy_B_score,response_rank_legal,response_score,selection_rule,transverse_complementarity
0.9999999999973043,True,5.361892821641848,0.0,0.9999999999987189,1,1,23.9509527019268,3.0629547873228296,0.10339126937309431,0.4,0.5410601536128569,1,0,2,0,0.666666666666635,0.0,0.310257008502314,0.2209573911287969,True,ok,,A_beta_QP_proxy,1,0,0,0,32,1,False,0,2,4,0.7805782412610942,0 3 4 5|0 2 4 5|0 1 2 5,6,3 4 5,0 1 2,0.37665691460880446,0,2,0,handle_candidate,0,2,1747.1757144882868,1.6332407145447474,,1,4.66866893893743,A_to_B_rescan_strong_reuseB,0.33612090443309484
0.9999999999973043,True,4.5380476086651615,0.0,0.9999999999984323,2,2,18.856887784898852,3.2345389100440434,0.5259471572933165,0.4,0.5741890830860343,1,0,3,0,0.5714285714285511,0.052631578947365656,0.26179988960457556,0.17136251705681668,True,ok,shared_edge,B_C_kappa_context,1,0,2,0,62,2,False,0,1,2,0.12206187543724384,0 1 4 6|0 2 4 6|0 2 3 6,6,1 4 6,0 2 3,0.9999999999991017,0,1,0,handle_candidate,0,3,479.3055140126393,,1.3102209842700712,1,2.5494470542859498,A_to_B_rescan_strong_reuseB,0.26550234612555595
0.9999999999972644,True,4.31320564185072,0.0,0.9999999999985028,5,5,20.55885413065504,1.636475485191612,0.5029453682935672,0.8,0.5297818153292168,1,0,5,0,0.5641025641025497,0.04166666666666494,0.26265699614194604,0.1778903860571033,True,ok,,A_beta_QP_proxy,1,0,3,0,100,1,False,0,2,4,0.423235415122236,0 1 6 7|1 2 6 7|2 5 6 7,7,0 1 6,2 5 7,0.4017705088175398,0,2,0,handle_candidate,0,5,1585.5122427399192,1.436952786612859,,4,4.001776977292096,A_to_B_rescan_strong_reuseB,1.0086209735782137
0.9999999999972644,True,4.846677563880217,0.0,0.9999999999976619,1,1,23.586301754988746,2.9984817935091534,0.21723040018904338,0.4,0.607249366417538,1,0,6,0,0.4545454545454442,0.14814814814814267,0.27161567299915146,0.1956467735679246,True,ok,shared_edge,B_C_kappa_context,1,0,5,0,96,2,False,0,1,-2,0.4276784001543305,2 3 4 7|3 4 6 7|4 5 6 7,7,2 3 4,5 6 7,0.9999999999986882,0,1,0,handle_candidate,0,6,2084.524764220878,,2.287223688292571,2,4.9659444784531654,A_to_B_rescan_strong_reuseB,1.2803267011291495
