A_face_a,A_face_b,B_face_a,B_face_b,C3_like_stable_pass,P_rank,P_to_Q_transfer_resid,QP_lock_stable_pass,QP_transfer_max_resid,QP_transfer_mean_resid,Q_rank,Q_to_P_transfer_resid,artifact_suspect,bounded_contraction_audit_pass,bounded_structural_transfer_pass,bridge_cond,bridge_max_sv,bridge_min_sv,bridge_mode,bridge_rank,bridge_rows,bridge_well_conditioned_pass,candidate_parent_fans,complex_like_stable_pass,context,edge_overlap,event_t,face_overlap,fan_count,fans_json,halfplane_bias_pos_minus_neg,halfplane_neg_real_count,halfplane_pos_real_count,lift_mode,lifted_transfer_eigvals_json,lifted_transfer_fro_norm,lifted_transfer_max_abs_imag_eig,lifted_transfer_max_real_eig,lifted_transfer_min_real_eig,lifted_transfer_normality_resid,lifted_transfer_opnorm,lifted_transfer_singular_values_json,lifted_transfer_skew_ratio,lifted_transfer_spectral_radius,lifted_transfer_sym_ratio,max_abs_response_circulation,max_response_complex_eig_imag,mean_abs_response_circulation,mean_raw_response_weight_norm,mean_response_complex_eig_imag,minus_identity_stable_pass,motif_basis_rank,parent_fan_count,projected_J2_plus_I_resid,projected_QP_cube_identity_resid,projected_QP_eig_imag_max,projected_QP_eig_real_max_abs,projected_QP_eigvals_json,projected_QP_fro_norm,projected_QP_identity_resid,projected_QP_max_abs_imag_eig,projected_QP_max_real_eig,projected_QP_min_real_eig,projected_QP_minus_identity_resid,projected_QP_norm,projected_QP_normality_resid,projected_QP_opnorm,projected_QP_rank,projected_QP_singular_values_json,projected_QP_skew_ratio,projected_QP_spectral_radius,projected_QP_square_minus_identity_resid,projected_QP_sym_ratio,response_active,response_bounded_mode,response_op,response_opnorm,response_spectral_radius,scan_id,transfer_active,transfer_opnorm_raw_before_post_bound,transfer_status,union_faces,vertex_overlap
"[3, 4, 5]","[0, 1, 2]","[1, 4, 6]","[0, 2, 3]",False,2,0.857317021627296,False,0.9422089680278602,0.899762994827578,2,0.9422089680278602,False,False,False,6.999272781080357,0.678588725116499,0.09695131856323475,radial,6,"[(0, 1, 1), (0, 2, 2), (0, 3, 3), (1, 4, 1), (1, 5, 2), (1, 6, 3)]",True,"[0, 1]",False,shared_edge,1,6,0,2,"[{""parent"": 0, ""children"": [1, 2, 3], ""circulation_log_ratio"": 25.8753682920119, ""raw_weight_norm"": 0.22361458310594495, ""complex_eig_imag_max"": 0.2316572112636233}, {""parent"": 1, ""children"": [4, 5, 6], ""circulation_log_ratio"": 25.763422927413046, ""raw_weight_norm"": 0.20798460816813277, ""complex_eig_imag_max"": 0.21519266654003144}]",0.0,2,2,raw_unbounded_audit,"[[-0.41942351794999705, 0.23165721126362293], [-0.41942351794999705, -0.23165721126362293], [0.8388470358999939, 0.0], [0.8381996572099482, 0.0], [-0.419099828604974, 0.21519266654003122], [-0.419099828604974, -0.21519266654003122], [1.735206656999412e-18, 0.0], [-3.795907104766738e-17, 0.0], [-4.4847273786233394e-17, 4.0112433218782576e-17], [-4.4847273786233394e-17, -4.0112433218782576e-17], [5.4553058704667933e-17, 4.226242313210932e-17], [5.4553058704667933e-17, -4.226242313210932e-17]]",4.926030250775356,0.23165721126362293,0.8388470358999939,-0.41942351794999705,0.7006191884983668,4.648031757564855,"[4.648031757564855, 1.3919650423250856, 0.697045319977939, 0.3593428486061269, 0.3229912995730703, 0.06844919736558044, 9.937600250625743e-17, 7.231477342713251e-17, 4.929559950383238e-17, 2.4123568598188667e-17, 1.153360318045358e-17, 1.0577972316526335e-18]",0.6787165358042452,0.8388470358999939,0.7344003431545213,25.8753682920119,0.2316572112636233,25.819395609712473,0.21579959563703888,0.22342493890182735,False,4,2,1.294200087137878,0.7994006931279489,0.0,0.7378568694949853,"[[-0.7378568694949853, 0.0], [0.5387485460804107, 0.0], [0.12332814325564001, 0.0], [-0.14955356904887104, 0.0]]",1.9001665887253543,0.7279799186602834,0.0,0.5387485460804107,-0.7378568694949853,0.6860761295622123,1.9001665887253543,0.6774729662657075,1.8458975887755904,4,"[1.8458975887755904, 0.4189350497326167, 0.1550837793270321, 0.061135931789630636]",0.6158000538329342,0.7378568694949853,0.8693510985153675,0.7879024645844831,True,False,markov,1.1261049462178125,0.8388470358999943,0,True,4.648031757564855,ok,"[[0, 1, 2], [0, 2, 3], [1, 4, 6], [3, 4, 5]]",5
"[3, 4, 5]","[0, 1, 2]","[1, 4, 6]","[0, 2, 3]",False,2,0.8573170216259036,False,0.9422089680265343,0.8997629948262189,2,0.9422089680265343,False,True,False,6.999272781080357,0.678588725116499,0.09695131856323475,radial,6,"[(0, 1, 1), (0, 2, 2), (0, 3, 3), (1, 4, 1), (1, 5, 2), (1, 6, 3)]",True,"[0, 1]",False,shared_edge,1,6,0,2,"[{""parent"": 0, ""children"": [1, 2, 3], ""circulation_log_ratio"": 25.8753682920119, ""raw_weight_norm"": 0.22361458310594495, ""complex_eig_imag_max"": 0.2316572112636233}, {""parent"": 1, ""children"": [4, 5, 6], ""circulation_log_ratio"": 25.763422927413046, ""raw_weight_norm"": 0.20798460816813277, ""complex_eig_imag_max"": 0.21519266654003144}]",0.0,2,2,raw_unbounded_audit__transfer_post_opnorm_bounded,"[[-0.09023680125837535, 0.04983985122016255], [-0.09023680125837535, -0.04983985122016255], [0.18047360251675068, 0.0], [0.18033432233885816, 0.0], [-0.090167161169429, 0.0462975895527815], [-0.090167161169429, -0.0462975895527815], [2.6405873122934402e-17, 0.0], [-3.819514467272909e-17, 0.0], [-1.0570234932302818e-17, 0.0], [1.1039109234332728e-17, 1.7820994807519645e-17], [1.1039109234332728e-17, -1.7820994807519645e-17], [1.0502447730855418e-17, 0.0]]",1.059809938423516,0.04983985122016255,0.18047360251675068,-0.09023680125837535,0.7006191884980342,0.9999999999999999,"[0.9999999999999999, 0.29947408170342366, 0.14996569652164496, 0.07731075589603752, 0.06948990807719622, 0.01472649089674929, 5.720940556427238e-17, 2.4871533425818957e-17, 1.0863968969989586e-17, 4.178951452534118e-18, 2.8524121156652602e-18, 1.272012454048964e-18]",0.6787165358037426,0.18047360251675068,0.7344003431539775,25.8753682920119,0.2316572112636233,25.819395609712473,0.21579959563703888,0.22342493890182735,False,4,2,1.0102964601294702,0.9963413374916684,0.0,0.15874609038419207,"[[-0.15874609038419207, 0.0], [0.11590896409078456, 0.0], [0.02653341235350179, 0.0], [-0.03217567711439723, 0.0]]",0.40881101675623416,0.8572553606856671,0.0,0.11590896409078456,-0.15874609038419207,0.837535879745419,0.40881101675623416,0.6774729662636619,0.39713532201481166,4,"[0.39713532201481166, 0.09013170984703005, 0.033365473261801025, 0.013153079621310562]",0.6158000538317522,0.15874609038419207,0.9879486194388366,0.7879024645829704,True,True,markov,1.1261049462178125,0.8388470358999943,0,True,4.648031757564855,ok,"[[0, 1, 2], [0, 2, 3], [1, 4, 6], [3, 4, 5]]",5
"[3, 4, 5]","[0, 1, 2]","[1, 4, 6]","[0, 2, 3]",False,2,0.8573170216272479,False,0.9422089680278145,0.8997629948275312,2,0.9422089680278145,False,False,False,6.999272781080357,0.678588725116499,0.09695131856323475,radial,6,"[(0, 1, 1), (0, 2, 2), (0, 3, 3), (1, 4, 1), (1, 5, 2), (1, 6, 3)]",True,"[0, 1]",False,shared_edge,1,6,0,2,"[{""parent"": 0, ""children"": [1, 2, 3], ""circulation_log_ratio"": 25.8753682920119, ""raw_weight_norm"": 0.22361458310594495, ""complex_eig_imag_max"": 0.2316572112636233}, {""parent"": 1, ""children"": [4, 5, 6], ""circulation_log_ratio"": 25.763422927413046, ""raw_weight_norm"": 0.20798460816813277, ""complex_eig_imag_max"": 0.21519266654003144}]",0.0,2,2,response_opnorm_bounded,"[[-0.3724550889849938, 0.2057154726490436], [-0.3724550889849938, -0.2057154726490436], [0.7449101779699877, 0.0], [0.7443352948809668, 0.0], [-0.37216764744048314, 0.1910946819501925], [-0.37216764744048314, -0.1910946819501925], [-3.609322051039425e-17, 0.0], [-4.366939219612636e-17, 1.0274099882277642e-16], [-4.366939219612636e-17, -1.0274099882277642e-16], [1.192644078470106e-16, 0.0], [-7.628947561245121e-18, 0.0], [6.0044189956339e-17, 0.0]]",4.37439713529378,0.2057154726490436,0.7449101779699877,-0.3724550889849938,0.7006191884983625,4.127529830302181,"[4.127529830302181, 1.2360882056332345, 0.6189878859151335, 0.3191024511641053, 0.2868216684935838, 0.060784030472006235, 2.5706868767695915e-16, 1.1377283545516025e-16, 7.692199844637442e-17, 5.007515987500657e-17, 1.0247434081973378e-17, 3.803116774256385e-18]",0.6787165358042279,0.7449101779699877,0.7344003431545026,25.8753682920119,0.2316572112636233,25.819395609712473,0.21579959563703888,0.22342493890182735,False,4,2,1.2216516605438879,0.8333786769253315,0.0,0.6552292235045984,"[[-0.6552292235045984, 0.0], [0.4784177068841378, 0.0], [0.10951745098878707, 0.0], [-0.13280606709984574, 0.0]]",1.6873796666175214,0.7300872590799558,0.0,0.4784177068841378,-0.6552292235045984,0.6885930870856614,1.6873796666175214,0.6774729662656808,1.6391878882827982,4,"[1.6391878882827982, 0.37202132104975727, 0.13771698619023356, 0.054289728497299086]",0.6158000538328934,0.6552292235045984,0.8818212672636463,0.7879024645844308,True,True,markov,1.1261049462178125,0.8388470358999943,0,True,4.127529830302181,ok,"[[0, 1, 2], [0, 2, 3], [1, 4, 6], [3, 4, 5]]",5
"[3, 4, 5]","[0, 1, 2]","[1, 4, 6]","[0, 2, 3]",False,2,0.8573170216259034,False,0.9422089680265341,0.8997629948262187,2,0.9422089680265341,False,True,False,6.999272781080357,0.678588725116499,0.09695131856323475,radial,6,"[(0, 1, 1), (0, 2, 2), (0, 3, 3), (1, 4, 1), (1, 5, 2), (1, 6, 3)]",True,"[0, 1]",False,shared_edge,1,6,0,2,"[{""parent"": 0, ""children"": [1, 2, 3], ""circulation_log_ratio"": 25.8753682920119, ""raw_weight_norm"": 0.22361458310594495, ""complex_eig_imag_max"": 0.2316572112636233}, {""parent"": 1, ""children"": [4, 5, 6], ""circulation_log_ratio"": 25.763422927413046, ""raw_weight_norm"": 0.20798460816813277, ""complex_eig_imag_max"": 0.21519266654003144}]",0.0,2,2,response_opnorm_bounded__transfer_post_opnorm_bounded,"[[-0.09023680125837538, 0.04983985122016259], [-0.09023680125837538, -0.04983985122016259], [0.18047360251675082, 0.0], [0.180334322338858, 0.0], [-0.09016716116942891, 0.04629758955278142], [-0.09016716116942891, -0.04629758955278142], [5.706679947828841e-17, 0.0], [-3.2969415456853605e-17, 0.0], [-6.009810601349406e-18, 0.0], [6.059504768081157e-18, 2.4899634598967662e-17], [6.059504768081157e-18, -2.4899634598967662e-17], [3.115657151783451e-17, 0.0]]",1.0598099384235162,0.04983985122016259,0.18047360251675082,-0.09023680125837538,0.7006191884980342,1.0000000000000002,"[1.0000000000000002, 0.2994740817034239, 0.14996569652164496, 0.07731075589603757, 0.0694899080771962, 0.014726490896749307, 4.527867362717932e-17, 2.2688350303609374e-17, 1.7064367821671534e-17, 5.5813246332472375e-18, 3.605204749966708e-18, 5.352575370840434e-19]",0.6787165358037424,0.18047360251675082,0.7344003431539773,25.8753682920119,0.2316572112636233,25.819395609712473,0.21579959563703888,0.22342493890182735,False,4,2,1.0102964601294702,0.9963413374916684,0.0,0.15874609038419193,"[[-0.15874609038419193, 0.0], [0.11590896409078458, 0.0], [0.026533412353501793, 0.0], [-0.03217567711439723, 0.0]]",0.4088110167562342,0.8572553606856671,0.0,0.11590896409078458,-0.15874609038419193,0.837535879745419,0.4088110167562342,0.6774729662636618,0.3971353220148118,4,"[0.3971353220148118, 0.09013170984703003, 0.033365473261801, 0.013153079621310577]",0.6158000538317521,0.15874609038419193,0.9879486194388366,0.7879024645829705,True,True,markov,1.1261049462178125,0.8388470358999943,0,True,4.127529830302181,ok,"[[0, 1, 2], [0, 2, 3], [1, 4, 6], [3, 4, 5]]",5
"[3, 4, 5]","[0, 1, 2]","[1, 4, 6]","[0, 2, 3]",False,2,0.857317021627296,False,0.9422089680278602,0.899762994827578,2,0.9422089680278602,False,False,False,6.999272781080357,0.678588725116499,0.09695131856323475,radial,6,"[(0, 1, 1), (0, 2, 2), (0, 3, 3), (1, 4, 1), (1, 5, 2), (1, 6, 3)]",True,"[0, 1]",False,shared_edge,1,6,0,2,"[{""parent"": 0, ""children"": [1, 2, 3], ""circulation_log_ratio"": 25.8753682920119, ""raw_weight_norm"": 0.22361458310594495, ""complex_eig_imag_max"": 0.2316572112636233}, {""parent"": 1, ""children"": [4, 5, 6], ""circulation_log_ratio"": 25.763422927413046, ""raw_weight_norm"": 0.20798460816813277, ""complex_eig_imag_max"": 0.21519266654003144}]",0.0,2,2,response_radius_bounded,"[[-0.41942351794999705, 0.23165721126362293], [-0.41942351794999705, -0.23165721126362293], [0.8388470358999939, 0.0], [0.8381996572099482, 0.0], [-0.419099828604974, 0.21519266654003122], [-0.419099828604974, -0.21519266654003122], [1.735206656999412e-18, 0.0], [-3.795907104766738e-17, 0.0], [-4.4847273786233394e-17, 4.0112433218782576e-17], [-4.4847273786233394e-17, -4.0112433218782576e-17], [5.4553058704667933e-17, 4.226242313210932e-17], [5.4553058704667933e-17, -4.226242313210932e-17]]",4.926030250775356,0.23165721126362293,0.8388470358999939,-0.41942351794999705,0.7006191884983668,4.648031757564855,"[4.648031757564855, 1.3919650423250856, 0.697045319977939, 0.3593428486061269, 0.3229912995730703, 0.06844919736558044, 9.937600250625743e-17, 7.231477342713251e-17, 4.929559950383238e-17, 2.4123568598188667e-17, 1.153360318045358e-17, 1.0577972316526335e-18]",0.6787165358042452,0.8388470358999939,0.7344003431545213,25.8753682920119,0.2316572112636233,25.819395609712473,0.21579959563703888,0.22342493890182735,False,4,2,1.294200087137878,0.7994006931279489,0.0,0.7378568694949853,"[[-0.7378568694949853, 0.0], [0.5387485460804107, 0.0], [0.12332814325564001, 0.0], [-0.14955356904887104, 0.0]]",1.9001665887253543,0.7279799186602834,0.0,0.5387485460804107,-0.7378568694949853,0.6860761295622123,1.9001665887253543,0.6774729662657075,1.8458975887755904,4,"[1.8458975887755904, 0.4189350497326167, 0.1550837793270321, 0.061135931789630636]",0.6158000538329342,0.7378568694949853,0.8693510985153675,0.7879024645844831,True,True,markov,1.1261049462178125,0.8388470358999943,0,True,4.648031757564855,ok,"[[0, 1, 2], [0, 2, 3], [1, 4, 6], [3, 4, 5]]",5
"[3, 4, 5]","[0, 1, 2]","[1, 4, 6]","[0, 2, 3]",False,2,0.8573170216259036,False,0.9422089680265343,0.8997629948262189,2,0.9422089680265343,False,True,False,6.999272781080357,0.678588725116499,0.09695131856323475,radial,6,"[(0, 1, 1), (0, 2, 2), (0, 3, 3), (1, 4, 1), (1, 5, 2), (1, 6, 3)]",True,"[0, 1]",False,shared_edge,1,6,0,2,"[{""parent"": 0, ""children"": [1, 2, 3], ""circulation_log_ratio"": 25.8753682920119, ""raw_weight_norm"": 0.22361458310594495, ""complex_eig_imag_max"": 0.2316572112636233}, {""parent"": 1, ""children"": [4, 5, 6], ""circulation_log_ratio"": 25.763422927413046, ""raw_weight_norm"": 0.20798460816813277, ""complex_eig_imag_max"": 0.21519266654003144}]",0.0,2,2,response_radius_bounded__transfer_post_opnorm_bounded,"[[-0.09023680125837535, 0.04983985122016255], [-0.09023680125837535, -0.04983985122016255], [0.18047360251675068, 0.0], [0.18033432233885816, 0.0], [-0.090167161169429, 0.0462975895527815], [-0.090167161169429, -0.0462975895527815], [2.6405873122934402e-17, 0.0], [-3.819514467272909e-17, 0.0], [-1.0570234932302818e-17, 0.0], [1.1039109234332728e-17, 1.7820994807519645e-17], [1.1039109234332728e-17, -1.7820994807519645e-17], [1.0502447730855418e-17, 0.0]]",1.059809938423516,0.04983985122016255,0.18047360251675068,-0.09023680125837535,0.7006191884980342,0.9999999999999999,"[0.9999999999999999, 0.29947408170342366, 0.14996569652164496, 0.07731075589603752, 0.06948990807719622, 0.01472649089674929, 5.720940556427238e-17, 2.4871533425818957e-17, 1.0863968969989586e-17, 4.178951452534118e-18, 2.8524121156652602e-18, 1.272012454048964e-18]",0.6787165358037426,0.18047360251675068,0.7344003431539775,25.8753682920119,0.2316572112636233,25.819395609712473,0.21579959563703888,0.22342493890182735,False,4,2,1.0102964601294702,0.9963413374916684,0.0,0.15874609038419207,"[[-0.15874609038419207, 0.0], [0.11590896409078456, 0.0], [0.02653341235350179, 0.0], [-0.03217567711439723, 0.0]]",0.40881101675623416,0.8572553606856671,0.0,0.11590896409078456,-0.15874609038419207,0.837535879745419,0.40881101675623416,0.6774729662636619,0.39713532201481166,4,"[0.39713532201481166, 0.09013170984703005, 0.033365473261801025, 0.013153079621310562]",0.6158000538317522,0.15874609038419207,0.9879486194388366,0.7879024645829704,True,True,markov,1.1261049462178125,0.8388470358999943,0,True,4.648031757564855,ok,"[[0, 1, 2], [0, 2, 3], [1, 4, 6], [3, 4, 5]]",5
"[3, 4, 5]","[0, 1, 2]","[1, 4, 6]","[0, 2, 3]",False,2,0.8994361745995063,False,0.9258246687437736,0.9126304216716399,2,0.9258246687437736,False,True,False,6.999272781080357,0.678588725116499,0.09695131856323475,radial,6,"[(0, 1, 1), (0, 2, 2), (0, 3, 3), (1, 4, 1), (1, 5, 2), (1, 6, 3)]",True,"[0, 1]",False,shared_edge,1,6,0,2,"[{""parent"": 0, ""children"": [1, 2, 3], ""circulation_log_ratio"": 25.8753682920119, ""raw_weight_norm"": 0.22361458310594495, ""complex_eig_imag_max"": 0.2316572112636233}, {""parent"": 1, ""children"": [4, 5, 6], ""circulation_log_ratio"": 25.763422927413046, ""raw_weight_norm"": 0.20798460816813277, ""complex_eig_imag_max"": 0.21519266654003144}]",0.499999999999875,1,3,raw_unbounded_audit,"[[4.85722573273506e-17, 0.4433243946039609], [4.85722573273506e-17, -0.4433243946039609], [-3.122502256758253e-16, 0.43809994436069777], [-3.122502256758253e-16, -0.43809994436069777], [-9.275895642366807e-17, 0.0], [3.911421915894582e-17, 1.2368646216057152e-17], [3.911421915894582e-17, -1.2368646216057152e-17], [1.92963282477595e-17, 0.0], [-1.0911127951570896e-17, 4.625795228598673e-18], [-1.0911127951570896e-17, -4.625795228598673e-18], [-8.915224463768165e-18, 2.051339065279088e-17], [-8.915224463768165e-18, -2.051339065279088e-17]]",2.0008513852115626,0.4433243946039609,4.85722573273506e-17,-3.122502256758253e-16,0.6997710140775603,1.8306089153776883,"[1.8306089153776883, 0.6188518048936875, 0.4999063891985263, 0.13925986593799805, 7.695144789414161e-17, 5.533338860715611e-17, 4.178477594482835e-17, 3.521360068459142e-17, 1.921823841460124e-17, 1.617696928341041e-17, 5.7137175447301064e-18, 3.686104540777799e-18]",0.7726800041393028,0.4433243946039609,0.6347957239949613,25.8753682920119,0.2316572112636233,25.819395609712473,0.21579959563703888,0.22342493890182735,False,4,2,1.0365303204424405,0.9476184030147184,0.0,0.2724636935381304,"[[0.2724636935381304, 0.0], [0.15504004579304725, 0.0], [0.04494472063501634, 0.0], [-0.036641889712729234, 0.0]]",0.7542373670878517,0.6981338257860714,0.0,0.2724636935381304,-0.036641889712729234,0.8468715204519898,0.7542373670878517,0.5847220710099942,0.7387881557065978,4,"[0.7387881557065978, 0.1337333367474455, 0.07130175639650696, 0.009875276017717663]",0.64083435937889,0.2724636935381304,0.898558848622853,0.7676791802809271,True,False,skew_markov,0.44332439460396067,0.4433243946039607,0,True,1.8306089153776883,ok,"[[0, 1, 2], [0, 2, 3], [1, 4, 6], [3, 4, 5]]",5
"[3, 4, 5]","[0, 1, 2]","[1, 4, 6]","[0, 2, 3]",False,2,0.8994361745987144,False,0.9258246687429884,0.9126304216708514,2,0.9258246687429884,False,True,False,6.999272781080357,0.678588725116499,0.09695131856323475,radial,6,"[(0, 1, 1), (0, 2, 2), (0, 3, 3), (1, 4, 1), (1, 5, 2), (1, 6, 3)]",True,"[0, 1]",False,shared_edge,1,6,0,2,"[{""parent"": 0, ""children"": [1, 2, 3], ""circulation_log_ratio"": 25.8753682920119, ""raw_weight_norm"": 0.22361458310594495, ""complex_eig_imag_max"": 0.2316572112636233}, {""parent"": 1, ""children"": [4, 5, 6], ""circulation_log_ratio"": 25.763422927413046, ""raw_weight_norm"": 0.20798460816813277, ""complex_eig_imag_max"": 0.21519266654003144}]",0.499999999999875,1,3,raw_unbounded_audit__transfer_post_opnorm_bounded,"[[6.938893903907228e-17, 0.24217318668116222], [6.938893903907228e-17, -0.24217318668116222], [-8.673617379884035e-17, 0.2393192454600876], [-8.673617379884035e-17, -0.2393192454600876], [-1.715794992416628e-17, 1.6095409901981465e-17], [-1.715794992416628e-17, -1.6095409901981465e-17], [3.240941901930129e-17, 0.0], [3.4368303432065047e-18, 2.6866671655641474e-17], [3.4368303432065047e-18, -2.6866671655641474e-17], [1.3593472009497222e-17, 1.5761594948422026e-17], [1.3593472009497222e-17, -1.5761594948422026e-17], [2.9238162870614302e-18, 0.0]]",1.092997727916533,0.24217318668116222,6.938893903907228e-17,-8.673617379884035e-17,0.6997710140773171,1.0,"[1.0, 0.33805789958474386, 0.27308202478375143, 0.0760729748272127, 6.325888155798816e-17, 5.5273839143632836e-17, 3.5163735905738377e-17, 2.4424499598315714e-17, 1.8818136538519118e-17, 1.2396778062940238e-17, 2.1632561251739538e-18, 2.61106424758827e-19]",0.7726800041389823,0.24217318668116222,0.6347957239946979,25.8753682920119,0.2316572112636233,25.819395609712473,0.21579959563703888,0.22342493890182735,False,4,2,1.0085950428847312,0.9909353567613617,0.0,0.14883773986314047,"[[0.14883773986314047, 0.0], [0.0846931556438201, 0.0], [0.024551787253665466, 0.0], [-0.02001623034003926, 0.0]]",0.4120144727538589,0.7967945865374007,0.0,0.14883773986314047,-0.02001623034003926,0.8936233278286995,0.4120144727538589,0.5847220710087355,0.4035750888682699,4,"[0.4035750888682699, 0.07305401805052057, 0.038949748249093454, 0.005394530713120803]",0.6408343593781843,0.14883773986314047,0.9644062982673861,0.7676791802800815,True,True,skew_markov,0.44332439460396067,0.4433243946039607,0,True,1.8306089153776883,ok,"[[0, 1, 2], [0, 2, 3], [1, 4, 6], [3, 4, 5]]",5
"[3, 4, 5]","[0, 1, 2]","[1, 4, 6]","[0, 2, 3]",False,2,0.8994361745995063,False,0.9258246687437736,0.9126304216716399,2,0.9258246687437736,False,True,False,6.999272781080357,0.678588725116499,0.09695131856323475,radial,6,"[(0, 1, 1), (0, 2, 2), (0, 3, 3), (1, 4, 1), (1, 5, 2), (1, 6, 3)]",True,"[0, 1]",False,shared_edge,1,6,0,2,"[{""parent"": 0, ""children"": [1, 2, 3], ""circulation_log_ratio"": 25.8753682920119, ""raw_weight_norm"": 0.22361458310594495, ""complex_eig_imag_max"": 0.2316572112636233}, {""parent"": 1, ""children"": [4, 5, 6], ""circulation_log_ratio"": 25.763422927413046, ""raw_weight_norm"": 0.20798460816813277, ""complex_eig_imag_max"": 0.21519266654003144}]",0.499999999999875,1,3,response_opnorm_bounded,"[[4.85722573273506e-17, 0.4433243946039609], [4.85722573273506e-17, -0.4433243946039609], [-3.122502256758253e-16, 0.43809994436069777], [-3.122502256758253e-16, -0.43809994436069777], [-9.275895642366807e-17, 0.0], [3.911421915894582e-17, 1.2368646216057152e-17], [3.911421915894582e-17, -1.2368646216057152e-17], [1.92963282477595e-17, 0.0], [-1.0911127951570896e-17, 4.625795228598673e-18], [-1.0911127951570896e-17, -4.625795228598673e-18], [-8.915224463768165e-18, 2.051339065279088e-17], [-8.915224463768165e-18, -2.051339065279088e-17]]",2.0008513852115626,0.4433243946039609,4.85722573273506e-17,-3.122502256758253e-16,0.6997710140775603,1.8306089153776883,"[1.8306089153776883, 0.6188518048936875, 0.4999063891985263, 0.13925986593799805, 7.695144789414161e-17, 5.533338860715611e-17, 4.178477594482835e-17, 3.521360068459142e-17, 1.921823841460124e-17, 1.617696928341041e-17, 5.7137175447301064e-18, 3.686104540777799e-18]",0.7726800041393028,0.4433243946039609,0.6347957239949613,25.8753682920119,0.2316572112636233,25.819395609712473,0.21579959563703888,0.22342493890182735,False,4,2,1.0365303204424405,0.9476184030147184,0.0,0.2724636935381304,"[[0.2724636935381304, 0.0], [0.15504004579304725, 0.0], [0.04494472063501634, 0.0], [-0.036641889712729234, 0.0]]",0.7542373670878517,0.6981338257860714,0.0,0.2724636935381304,-0.036641889712729234,0.8468715204519898,0.7542373670878517,0.5847220710099942,0.7387881557065978,4,"[0.7387881557065978, 0.1337333367474455, 0.07130175639650696, 0.009875276017717663]",0.64083435937889,0.2724636935381304,0.898558848622853,0.7676791802809271,True,True,skew_markov,0.44332439460396067,0.4433243946039607,0,True,1.8306089153776883,ok,"[[0, 1, 2], [0, 2, 3], [1, 4, 6], [3, 4, 5]]",5
"[3, 4, 5]","[0, 1, 2]","[1, 4, 6]","[0, 2, 3]",False,2,0.8994361745987144,False,0.9258246687429884,0.9126304216708514,2,0.9258246687429884,False,True,False,6.999272781080357,0.678588725116499,0.09695131856323475,radial,6,"[(0, 1, 1), (0, 2, 2), (0, 3, 3), (1, 4, 1), (1, 5, 2), (1, 6, 3)]",True,"[0, 1]",False,shared_edge,1,6,0,2,"[{""parent"": 0, ""children"": [1, 2, 3], ""circulation_log_ratio"": 25.8753682920119, ""raw_weight_norm"": 0.22361458310594495, ""complex_eig_imag_max"": 0.2316572112636233}, {""parent"": 1, ""children"": [4, 5, 6], ""circulation_log_ratio"": 25.763422927413046, ""raw_weight_norm"": 0.20798460816813277, ""complex_eig_imag_max"": 0.21519266654003144}]",0.499999999999875,1,3,response_opnorm_bounded__transfer_post_opnorm_bounded,"[[6.938893903907228e-17, 0.24217318668116222], [6.938893903907228e-17, -0.24217318668116222], [-8.673617379884035e-17, 0.2393192454600876], [-8.673617379884035e-17, -0.2393192454600876], [-1.715794992416628e-17, 1.6095409901981465e-17], [-1.715794992416628e-17, -1.6095409901981465e-17], [3.240941901930129e-17, 0.0], [3.4368303432065047e-18, 2.6866671655641474e-17], [3.4368303432065047e-18, -2.6866671655641474e-17], [1.3593472009497222e-17, 1.5761594948422026e-17], [1.3593472009497222e-17, -1.5761594948422026e-17], [2.9238162870614302e-18, 0.0]]",1.092997727916533,0.24217318668116222,6.938893903907228e-17,-8.673617379884035e-17,0.6997710140773171,1.0,"[1.0, 0.33805789958474386, 0.27308202478375143, 0.0760729748272127, 6.325888155798816e-17, 5.5273839143632836e-17, 3.5163735905738377e-17, 2.4424499598315714e-17, 1.8818136538519118e-17, 1.2396778062940238e-17, 2.1632561251739538e-18, 2.61106424758827e-19]",0.7726800041389823,0.24217318668116222,0.6347957239946979,25.8753682920119,0.2316572112636233,25.819395609712473,0.21579959563703888,0.22342493890182735,False,4,2,1.0085950428847312,0.9909353567613617,0.0,0.14883773986314047,"[[0.14883773986314047, 0.0], [0.0846931556438201, 0.0], [0.024551787253665466, 0.0], [-0.02001623034003926, 0.0]]",0.4120144727538589,0.7967945865374007,0.0,0.14883773986314047,-0.02001623034003926,0.8936233278286995,0.4120144727538589,0.5847220710087355,0.4035750888682699,4,"[0.4035750888682699, 0.07305401805052057, 0.038949748249093454, 0.005394530713120803]",0.6408343593781843,0.14883773986314047,0.9644062982673861,0.7676791802800815,True,True,skew_markov,0.44332439460396067,0.4433243946039607,0,True,1.8306089153776883,ok,"[[0, 1, 2], [0, 2, 3], [1, 4, 6], [3, 4, 5]]",5
