A_invariant,A_rank_score,P_odd_norm,P_over_Q_norm_ratio,Q_P_cosine,Q_even_norm,abs_area_norm_Q_cross_P,abs_area_ratio,cascade_index,decision_used_delta_beta,directed_imbalance,event_t,face_a,face_b,ka_norm,measured_delta_beta1,measured_delta_beta2,move_class,pair_index,signed_birth_area,signed_birth_over_abs,signed_outward_area,signed_outward_over_abs,signed_pair_axis_area,signed_pair_axis_over_abs,transport_cosine_ka_kb_reversed,transported_reversed_kb_norm,transverse_complementarity
5.361892821641848,23.9509527019268,1.0774775541818242,1.0191709644136298,0.9624340923566234,1.0572098222997566,0.309288594087467,0.2715154100008448,1,False,0.7805782412610942,6,"[3, 4, 5]","[0, 1, 2]",1.0572731497681254,0,2,handle_candidate,0,-0.08423841773949974,-0.2723618631581503,-0.08423841773949974,-0.2723618631581503,0.15895875810851015,0.5139496287504304,-0.06977274777580166,0.14662445514221564,0.33612090443309484
5.198551134706471,20.107706406624303,0.4502631000684215,1.1632782625675924,-0.008913055213248368,0.3870639678879891,0.17427369931973644,0.9999602779287232,3,False,0.19557024887060076,6,"[4, 5, 6]","[0, 2, 3]",0.295570900506774,0,1,handle_candidate,2,0.05813151293494917,0.33356446303445303,0.05813151293494917,0.33356446303445303,-0.07861278637379573,-0.4510880682524295,-0.15010521074578276,0.29818707221109453,0.281228066820324
4.576465673355836,23.28689981302999,0.960615397742787,0.8729705241922429,0.31660170345430033,1.1003984339915356,1.0026830182052355,0.9485585703413063,1,False,0.6791836406548697,7,"[3, 5, 7]","[1, 2, 4]",0.8371069893058362,0,0,handle_candidate,4,-0.8295610101192291,-0.8273412385135278,-0.8295610101192291,-0.8273412385135278,0.37928447596512915,0.378269571817079,0.14220199645225629,0.6050464580601203,1.218425491778655
5.108921541018308,22.58346441453989,0.6931995798480908,0.892900057104707,0.9013315528599445,0.7763462151575482,0.23309438139587738,0.43312980942826507,3,False,0.5666224186921238,7,"[2, 4, 6]","[0, 1, 3]",0.7164784459782356,0,1,handle_candidate,6,0.15025908980240446,0.6446276778613823,0.15025908980240446,0.6446276778613823,-0.11150141141972165,-0.47835306347377865,0.25353556729322896,0.1681611967551446,0.32877235633942
