JP_to_minusQ_resid,JQ_to_P_resid,J_lock_max_resid,J_lock_mean_resid,P_norm,Q_norm,candidate,max_J_lock_max_resid,max_J_lock_mean_resid,min_J_lock_max_resid,min_J_lock_mean_resid,pair_count
0.406991756472573,0.4069917564727306,0.4069917564727792,0.40699175647265184,1.0,1.0,unit_C_eigen_transported_even_odd,0.7106389882582322,0.710638988258147,0.10339126937406562,0.10339126937405942,4
0.4134913542334817,0.41349135423351907,0.41349135423355526,0.41349135423350036,1.0,1.0,unit_C_eigen_raw_even_odd,0.7102510314009614,0.7102510314009169,0.13705091689310542,0.13705091689309984,4
0.416401269224434,0.4164012692243648,0.41640126922450116,0.41640126922439935,0.5624248904988135,0.5870786647247622,C_eigen_raw_even_odd,0.7122355973475855,0.7122355973474511,0.1373732348422524,0.13737323484224317,4
0.42125250641171336,0.42125250641199835,0.42125250641211825,0.42125250641185585,0.6139526236864198,0.5309923037969511,C_eigen_transported_even_odd,0.7325624616804995,0.7325624616801353,0.13794476958952667,0.1379447695893885,4
0.5566569995808638,0.5566569995807619,0.5566569995810071,0.5566569995808128,0.13562640933506842,0.22229104477410558,harmonic_Q_comm,0.67758609729552,0.6775860972954029,0.4542642800043239,0.4542642800042145,4
0.6431952894677067,0.643195289467761,0.6431952894679192,0.6431952894677339,0.13562640933506842,0.16089396598438677,harmonic_P_comm,0.8424069283588925,0.8424069283588792,0.39868205104314874,0.3986820510430896,4
0.7273497773749228,0.727349777375186,0.7273497773751938,0.7273497773750544,1.0,1.0,unit_harmonic_QP,0.9038971023197306,0.9038971023197154,0.4292710265601451,0.42927102655999794,4
0.7432102130139198,0.7432102130146081,0.7432102130146332,0.7432102130142639,0.22229104477244968,0.16089396598339006,norm_matched_harmonic_QP,0.906820787311467,0.9068207873114169,0.47842489686098394,0.4784248968604413,4
0.7432102130146786,0.7432102130145137,0.7432102130147147,0.7432102130145961,0.16089396598438677,0.22229104477410558,harmonic_QP,0.906820787311454,0.906820787311435,0.47842489686178985,0.4784248968615258,4
0.7682929141447751,0.768292914144784,0.7682929141450171,0.7682929141447795,0.6078783780432577,1.1741573294492822,Q_comm,0.8060913857110256,0.8060913857108668,0.7078696235225315,0.7078696235222616,4
0.7695560094828712,0.7695560094829595,0.7695560094832551,0.7695560094829154,0.6078783780432577,1.1248497809975486,P_comm,0.8083478506907089,0.8083478506905515,0.7072690848869142,0.7072690848864003,4
0.8702227037325828,0.8702227037326323,0.8702227037326405,0.8702227037326076,1.0,1.0,unit_QP,0.9905640040795832,0.9905640040795824,0.7039484870303049,0.7039484870302603,4
0.8709947333800923,0.8709947333802097,0.8709947333802445,0.8709947333801511,1.1741573294461827,1.1248497809945486,norm_matched_QP,0.9905648587388164,0.9905648587388135,0.7059867328252382,0.7059867328251922,4
0.8709947333801625,0.8709947333801444,0.8709947333802305,0.8709947333801535,1.1248497809975486,1.1741573294492822,raw_QP,0.9905648587388146,0.9905648587388134,0.7059867328253279,0.7059867328251923,4
