JP_to_minusQ_resid,JQ_to_P_resid,J_lock_max_resid,J_lock_mean_resid,P_norm,Q_norm,alpha_P_scale_from_norms,beta_Q_scale_from_norms,candidate,pair_index
0.9831765350821571,0.9831765350821533,0.9831765350821571,0.9831765350821552,1.9332642228736154,1.8917858976456636,,,raw_QP,0
0.9831745396588075,0.9831745396588084,0.9831745396588084,0.983174539658808,0.9999999999999999,0.9999999999999999,,,unit_QP,0
0.9831765350821526,0.9831765350821583,0.9831765350821583,0.9831765350821555,1.8917858976455026,1.9332642228734223,0.9785449268975458,1.021925486007364,norm_matched_QP,0
0.8429763199723636,0.8429763199725083,0.8429763199725083,0.8429763199724359,0.19998276805016313,0.38052825954000186,,,harmonic_QP,0
0.8243902472709655,0.8243902472709911,0.8243902472709911,0.8243902472709783,1.0,1.0,,,unit_harmonic_QP,0
0.8429763199723431,0.8429763199722531,0.8429763199723431,0.8429763199722982,0.38052825953823627,0.19998276804969276,1.9028052429136573,0.5255398594875453,norm_matched_harmonic_QP,0
0.7471706689058856,0.7471706689061419,0.7471706689061419,0.7471706689060138,0.9289081338146857,1.8917858976456636,,,Q_comm,0
0.7493782980595917,0.749378298059849,0.749378298059849,0.7493782980597203,0.9289081338146857,1.9332642228736154,,,P_comm,0
0.5577111598264664,0.5577111598265748,0.5577111598265748,0.5577111598265205,0.25574719152469194,0.38052825954000186,,,harmonic_Q_comm,0
0.3924330397386074,0.3924330397384031,0.3924330397386074,0.39243303973850524,0.25574719152469194,0.19998276805016313,,,harmonic_P_comm,0
0.18297948043727838,0.1829794804372577,0.18297948043727838,0.18297948043726803,0.9666321114367913,0.9458929488228223,,,C_eigen_raw_even_odd,0
0.1843569389999252,0.18435693899964076,0.1843569389999252,0.18435693899978298,1.0662554975170635,0.8319797614775092,,,C_eigen_transported_even_odd,0
0.18266861954395647,0.18266861954396138,0.18266861954396138,0.1826686195439589,0.9999999999999999,1.0,,,unit_C_eigen_raw_even_odd,0
0.13800603779333437,0.13800603779333967,0.13800603779333967,0.13800603779333703,0.9999999999999999,0.9999999999999999,,,unit_C_eigen_transported_even_odd,0
0.9414651692937854,0.9414651692938478,0.9414651692938478,0.9414651692938166,0.5169001007203404,1.164081105676959,,,raw_QP,1
0.9309029688814592,0.9309029688814887,0.9309029688814887,0.930902968881474,1.0,0.9999999999999999,,,unit_QP,1
0.9414651692937693,0.941465169293774,0.941465169293774,0.9414651692937717,1.1640811056748535,0.5169001007199046,2.252042713964683,0.44404131138208514,norm_matched_QP,1
0.598911434748189,0.5989114347481739,0.598911434748189,0.5989114347481814,0.16478355785546878,0.19504032296805668,,,harmonic_QP,1
0.5950866431681293,0.5950866431680841,0.5950866431681293,0.5950866431681068,1.0,0.9999999999999999,,,unit_harmonic_QP,1
0.5989114347481796,0.5989114347481039,0.5989114347481796,0.5989114347481418,0.19504032296690457,0.16478355785466836,1.183615195018267,0.8448691806240306,norm_matched_harmonic_QP,1
0.8252919587957791,0.8252919587958615,0.8252919587958615,0.8252919587958203,0.2893471367384459,1.164081105676959,,,Q_comm,1
0.7347305076975554,0.7347305076975083,0.7347305076975554,0.7347305076975319,0.2893471367384459,0.5169001007203404,,,P_comm,1
0.7219640039318288,0.7219640039318792,0.7219640039318792,0.721964003931854,0.16503583242115444,0.19504032296805668,,,harmonic_Q_comm,1
0.5103298131771711,0.5103298131772773,0.5103298131772773,0.5103298131772243,0.16503583242115444,0.16478355785546878,,,harmonic_P_comm,1
0.5117321754276153,0.5117321754277301,0.5117321754277301,0.5117321754276727,0.2584500503601647,0.5820405528384414,,,C_eigen_raw_even_odd,1
0.4897432745843417,0.4897432745843667,0.4897432745843667,0.4897432745843542,0.33929966814878,0.5389279811568752,,,C_eigen_transported_even_odd,1
0.3652665636580911,0.3652665636581663,0.3652665636581663,0.3652665636581287,1.0,1.0,,,unit_C_eigen_raw_even_odd,1
0.4454573734202991,0.44545737342026703,0.4454573734202991,0.4454573734202831,0.9999999999999999,0.9999999999999999,,,unit_C_eigen_transported_even_odd,1
0.7836192038332455,0.7836192038329133,0.7836192038332455,0.7836192038330794,1.971983742721874,0.4679681864493251,,,raw_QP,2
0.6144518237319643,0.6144518237318579,0.6144518237319643,0.6144518237319111,1.0,1.0,,,unit_QP,2
0.7836192038327179,0.7836192038328199,0.7836192038328199,0.783619203832769,0.4679681864491558,1.9719837427184623,0.23730833896390666,4.213926928838362,norm_matched_QP,2
0.7453731013607731,0.7453731013607083,0.7453731013607731,0.7453731013607408,0.26940027934835625,0.3563068620100959,,,harmonic_QP,2
0.7394856063080485,0.7394856063079476,0.7394856063080485,0.739485606307998,1.0,1.0,,,unit_harmonic_QP,2
0.7453731013607883,0.745373101360649,0.7453731013607883,0.7453731013607187,0.35630686200879136,0.2694002793476942,1.3225927711383623,0.7560906288132637,norm_matched_harmonic_QP,2
0.7149796468718358,0.7149796468716654,0.7149796468718358,0.7149796468717506,0.6326658123593861,0.4679681864493251,,,Q_comm,2
0.7951114559676206,0.7951114559678806,0.7951114559678806,0.7951114559677506,0.6326658123593861,1.971983742721874,,,P_comm,2
0.6998999497439159,0.699899949743823,0.6998999497439159,0.6998999497438694,0.2743874525475384,0.3563068620100959,,,harmonic_Q_comm,2
0.7268708465789007,0.7268708465788681,0.7268708465789007,0.7268708465788845,0.2743874525475384,0.26940027934835625,,,harmonic_P_comm,2
0.8751597856934338,0.8751597856931363,0.8751597856934338,0.8751597856932851,0.9859918713607089,0.23398409322452918,,,C_eigen_raw_even_odd,2
0.8301546464450823,0.8301546464448348,0.8301546464450823,0.8301546464449585,0.9591927366743205,0.326921734033144,,,C_eigen_transported_even_odd,2
0.7889543436165447,0.7889543436164619,0.7889543436165447,0.7889543436165033,0.9999999999999999,1.0,,,unit_C_eigen_raw_even_odd,2
0.7681716040559874,0.7681716040559526,0.7681716040559874,0.7681716040559701,1.0,1.0,,,unit_C_eigen_transported_even_odd,2
0.7200657417366066,0.7200657417363986,0.7200657417366066,0.7200657417365026,1.907798176153332,2.0387962016992573,,,raw_QP,3
0.7196968716239603,0.7196968716239536,0.7196968716239603,0.7196968716239569,1.0,1.0,,,unit_QP,3
0.7200657417364053,0.7200657417365998,0.7200657417365998,0.7200657417365025,2.038796201689264,1.907798176144082,1.0686645092616984,0.9357473662909548,norm_matched_QP,3
0.7025146670277337,0.7025146670276182,0.7025146670277337,0.702514667027676,0.2445298930797272,0.4139116041686707,,,harmonic_QP,3
0.6764876189439107,0.676487618945614,0.676487618945614,0.6764876189447624,1.0,1.0,,,unit_harmonic_QP,3
0.7025146670252979,0.7025146670289107,0.7025146670289107,0.7025146670271043,0.4139116041658246,0.24452989307732798,1.6926830456302198,0.5907780565090923,norm_matched_harmonic_QP,3
0.7148364452854817,0.7148364452881389,0.7148364452881389,0.7148364452868103,2.7485951816977052,2.0387962016992573,,,Q_comm,3
0.7185418946870801,0.7185418946900242,0.7185418946900242,0.7185418946885521,2.7485951816977052,1.907798176153332,,,P_comm,3
0.6948723983674716,0.6948723983685168,0.6948723983685168,0.6948723983679942,0.3243502628814172,0.4139116041686707,,,harmonic_Q_comm,3
0.7357180626863323,0.7357180626881423,0.7357180626881423,0.7357180626872373,0.3243502628814172,0.2445298930797272,,,harmonic_P_comm,3
0.6946992739762464,0.6946992739760307,0.6946992739762464,0.6946992739761386,0.9538990880765847,1.019398100849839,,,C_eigen_raw_even_odd,3
0.6946225034402591,0.694622503440795,0.694622503440795,0.6946225034405271,1.0160379895298344,0.9574772906348727,,,C_eigen_transported_even_odd,3
0.6942884220332348,0.6942884220332278,0.6942884220332348,0.6942884220332313,1.0,0.9999999999999999,,,unit_C_eigen_raw_even_odd,3
