A_C_lock,A_QP_balance,A_delta_beta2_audit_only,A_face_a,A_face_b,A_kappa_flip_abs,A_proxy_score,B_C_lock,B_QP_balance,B_delta_beta2_audit_only,B_face_a,B_face_b,B_kappa_flip_abs,B_proxy_score,after_beta0,after_beta1,after_beta2,after_beta3,assembly_applied,assembly_order,cascade_index,context,decision_used_delta_beta,edge_overlap,event_t,face_overlap,option,scan_id,variant,vertex_overlap
0.10339126937405942,0.981189648170306,2,3 4 5,0 1 2,0.9999999999985246,1.6186154425244665,0.9082745035097649,0.7340521375045793,1,1 5 6,0 2 3,0.23351983054727432,-1.954071362420246,1,0,3,0,True,A_to_B_rescan,1,shared_edge,False,1,6,0,A_to_B_rescan_strong_noReuseB,0,no_backreaction,5
0.2563925504947374,0.8702246660795844,1,3 5 6,2 4 7,0.9999999999987655,1.4929328049973607,0.05738690117506584,0.28190611575952906,2,2 6 7,0 1 3,0.9999999999992868,-0.9384538034632426,1,0,6,0,True,A_to_B_rescan,1,shared_edge,False,1,7,0,A_to_B_rescan_strong_noReuseB,1,no_backreaction,4
