P_harm,Q_harm,assemblies,base_union_avg_mean_resid,base_union_lock,best_interface_links,best_lambda_used,best_mode,best_scale,beta,beta0,beta1,beta2,beta3,edge_interface_J2,edge_interface_avg_mean_resid,edge_interface_best_J2_resid,edge_interface_best_max_resid,edge_interface_best_span_leakage,edge_interface_improve_count,edge_interface_improves_J2_count,edge_interface_lock,edge_interface_pass,interface_only_best_J2_resid,interface_only_best_mean_resid,interface_row_count,motif_count,option,pair_harm,pair_local_J_lock,pairings,shared_edge_operator_rows,signed_birth,union_motif_lock,used_delta_beta,variant
0.24880104631557917,0.38179479579105513,1,0.5438258343030387,0.5438258343030387,"[0, 1, 2]->[0, 2, 3]@[0, 2]:s=+1",1.0,edge_projector,unit,"[1, 0, 4, 0]",1,0,4,0,0.3453922919084411,0.6623648956761004,0.3453922919084411,0.6244495624278266,0.5713741383729688,0,0,0.596246290239973,0,0.7751039065204866,0.8596556714095995,9,1,A_to_B_rescan_strong_reuseB,0.38179479579105513,0.4485530110320348,4,9,-0.6246641039192367,0.5438258343030387,False,real_growth
0.0,0.0,0,0.0,0.0,,0.0,,,"[1, 0, 0, 0]",1,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0,A_to_B_rescan_strong_reuseB,0.0,0.0,0,0,0.0,0.0,False,strict_symmetrized_control
0.3433668689249218,0.40562305647622443,2,0.6703858034698528,0.6611077283622376,"[0, 1, 2]->[0, 2, 3]@[0, 2]:s=+1",1.0,edge_projector,unit,"[1, 0, 8, 0]",1,0,8,0,0.475744142808064,0.7563576477845788,0.475744142808064,0.7111456255702485,0.654435284860668,0,0,0.6899228036855407,0,0.776318974272823,0.861674374446239,18,2,A_to_B_rescan_strong_reuseB,0.40562305647622443,0.3394769439901298,4,18,-0.2852651970622306,0.6611077283622376,False,no_backreaction
