A_gate_identity,A_gate_kappa,C_lock_identity,C_lock_kappa,C_lock_max_worst,C_lock_worst,P_norm_identity,P_norm_kappa,QP_balance_identity,QP_balance_kappa,QP_balance_min,Q_norm_identity,Q_norm_kappa,beta2_opening_identity,beta2_opening_kappa,candidate_id_identity,candidate_id_kappa,candidate_pair_key,cascade_index,comm_abs_area_identity,comm_abs_area_kappa,decision_used_delta_beta,delta_beta2_identity,delta_beta2_kappa,directed_imbalance_avg,directed_imbalance_identity,directed_imbalance_kappa,event_t,kappa_pareto_score,move_class_identity,move_class_kappa,passes_A_gate_both,passes_C_lock_worst,passes_QP_proxy,passes_all_including_beta2_audit,passes_all_kappa_pareto_gate,passes_beta2_audit_both,passes_kappa_signed_flip,scan_id,selected_A_identity,selected_A_kappa,signed_amplitude_avg,signed_amplitude_balance_zero_if_equal,signed_amplitude_min,signed_birth_identity,signed_birth_kappa,signed_flip_abs,signed_flip_score_zero_if_perfect,transport_cosine_identity,transport_cosine_kappa,transverse_complementarity_avg,transverse_complementarity_identity,transverse_complementarity_kappa,variant
True,True,0.11725780717612155,0.04707747823798265,0.11725780717612909,0.11725780717612155,1.4989392494254277,1.1465322281444272,0.9899607287537032,0.6064211538227132,0.6064211538227132,1.5141401127209415,0.6952813966868763,False,False,102,106,handle_candidate|1 5 6|3 7 8,1,0.30461614819850014,0.03748679164915774,False,0,0,0.10888972721115718,0.10888972721115718,0.10888972721115718,8,0.21798954521073752,handle_candidate,handle_candidate,True,True,True,False,True,False,True,2,False,False,0.3772102824792326,0.07479338951385439,0.3489974468930949,-0.3489974468930949,0.4054231180653703,0.07479338951385439,0.07479338951385439,0.03756291654197244,-0.9841119008901316,0.2688307612369465,0.2688307612369465,0.2688307612369465,no_backreaction
True,True,0.11725780717612155,0.04707747823798265,0.11725780717612909,0.11725780717612155,1.4989392494254277,1.1465322281444272,0.9899607287537032,0.6064211538227132,0.6064211538227132,1.5141401127209415,0.6952813966868763,False,False,138,146,handle_candidate|1 5 6|3 7 8,1,0.30461614819850014,0.03748679164915774,False,0,0,0.10888972721115718,0.10888972721115718,0.10888972721115718,9,0.21798954521073752,handle_candidate,handle_candidate,True,True,True,False,True,False,True,3,False,False,0.3772102824792326,0.07479338951385439,0.3489974468930949,-0.3489974468930949,0.4054231180653703,0.07479338951385439,0.07479338951385439,0.03756291654197244,-0.9841119008901316,0.2688307612369465,0.2688307612369465,0.2688307612369465,no_backreaction
True,True,0.3967463041781618,0.4022404875013721,0.4022404875014053,0.4022404875013721,1.2347843212325094,1.1030838534464864,0.8462406531165431,0.5055076376877421,0.5055076376877421,1.4591408681256186,2.1821309337513286,True,True,228,204,handle_candidate|2 7 9|8 10 11,1,0.6791291044430174,0.8864405511547054,False,1,1,0.14132395123523211,0.14132395123523211,0.14132395123523211,11,0.15968291426904607,handle_candidate,handle_candidate,True,False,True,False,False,True,True,5,False,False,0.4111714863934285,0.033382842637104636,0.39744541336627554,-0.4248975594205814,0.39744541336627554,0.033382842637104636,-0.033382842637104636,0.21718022659146302,0.7070209358300734,0.7002365910822657,0.7002365910822657,0.7002365910822657,no_backreaction
True,True,0.3967463041781618,0.4022404875013721,0.4022404875014053,0.4022404875013721,1.2347843212325094,1.1030838534464864,0.8462406531165431,0.5055076376877421,0.5055076376877421,1.4591408681256186,2.1821309337513286,False,False,229,205,quotient_candidate|2 7 9|8 10 11,1,0.6791291044430174,0.8864405511547054,False,0,0,0.14132395123523211,0.14132395123523211,0.14132395123523211,11,0.15968291426904607,quotient_candidate,quotient_candidate,True,False,True,False,False,False,True,5,False,False,0.4111714863934285,0.033382842637104636,0.39744541336627554,-0.4248975594205814,0.39744541336627554,0.033382842637104636,-0.033382842637104636,0.21718022659146302,0.7070209358300734,0.7002365910822657,0.7002365910822657,0.7002365910822657,no_backreaction
True,True,0.3967463041781618,0.4022404875013721,0.4022404875014053,0.4022404875013721,1.2347843212325094,1.1030838534464864,0.8462406531165431,0.5055076376877421,0.5055076376877421,1.4591408681256186,2.1821309337513286,True,True,256,234,handle_candidate|2 7 9|8 10 11,1,0.6791291044430174,0.8864405511547054,False,1,1,0.14132395123523211,0.14132395123523211,0.14132395123523211,12,0.15968291426904607,handle_candidate,handle_candidate,True,False,True,False,False,True,True,6,False,False,0.4111714863934285,0.033382842637104636,0.39744541336627554,-0.4248975594205814,0.39744541336627554,0.033382842637104636,-0.033382842637104636,0.21718022659146302,0.7070209358300734,0.7002365910822657,0.7002365910822657,0.7002365910822657,no_backreaction
True,True,0.3967463041781618,0.4022404875013721,0.4022404875014053,0.4022404875013721,1.2347843212325094,1.1030838534464864,0.8462406531165431,0.5055076376877421,0.5055076376877421,1.4591408681256186,2.1821309337513286,False,False,257,235,quotient_candidate|2 7 9|8 10 11,1,0.6791291044430174,0.8864405511547054,False,0,0,0.14132395123523211,0.14132395123523211,0.14132395123523211,12,0.15968291426904607,quotient_candidate,quotient_candidate,True,False,True,False,False,False,True,6,False,False,0.4111714863934285,0.033382842637104636,0.39744541336627554,-0.4248975594205814,0.39744541336627554,0.033382842637104636,-0.033382842637104636,0.21718022659146302,0.7070209358300734,0.7002365910822657,0.7002365910822657,0.7002365910822657,no_backreaction
True,True,0.2764291541340781,0.2303411648910877,0.27642915413426106,0.2764291541340781,0.7002585588902429,0.4173044059153358,0.9192682088821381,0.5391376429996284,0.5391376429996284,0.7617565277720876,0.7740220170734475,False,False,91,93,quotient_candidate|1 5 6|2 3 8,1,0.14170897037285057,0.07939256243991834,False,0,0,0.2578800032432449,0.2578800032432449,0.2578800032432449,8,0.2345892223996628,quotient_candidate,quotient_candidate,True,False,True,False,False,False,True,2,False,False,0.2643242749577395,0.055535466969084284,0.24964490291666905,-0.24964490291666905,0.27900364699881,0.055535466969084284,0.055535466969084284,0.15666048513438063,0.8010438841861285,0.9361179243215271,0.9361179243215271,0.9361179243215271,no_backreaction
True,True,0.2764291541340781,0.2303411648910877,0.27642915413426106,0.2764291541340781,0.7002585588902429,0.4173044059153358,0.9192682088821381,0.5391376429996284,0.5391376429996284,0.7617565277720876,0.7740220170734475,False,False,129,127,quotient_candidate|1 5 6|2 3 8,1,0.14170897037285057,0.07939256243991834,False,0,0,0.2578800032432449,0.2578800032432449,0.2578800032432449,9,0.2345892223996628,quotient_candidate,quotient_candidate,True,False,True,False,False,False,True,3,False,False,0.2643242749577395,0.055535466969084284,0.24964490291666905,-0.24964490291666905,0.27900364699881,0.055535466969084284,0.055535466969084284,0.15666048513438063,0.8010438841861285,0.9361179243215271,0.9361179243215271,0.9361179243215271,no_backreaction
True,True,0.2764291541340781,0.2303411648910877,0.27642915413426106,0.2764291541340781,0.7002585588902429,0.4173044059153358,0.9192682088821381,0.5391376429996284,0.5391376429996284,0.7617565277720876,0.7740220170734475,False,False,181,177,quotient_candidate|1 5 6|2 3 8,1,0.14170897037285057,0.07939256243991834,False,0,0,0.2578800032432449,0.2578800032432449,0.2578800032432449,10,0.2345892223996628,quotient_candidate,quotient_candidate,True,False,True,False,False,False,True,4,False,False,0.2643242749577395,0.055535466969084284,0.24964490291666905,-0.24964490291666905,0.27900364699881,0.055535466969084284,0.055535466969084284,0.15666048513438063,0.8010438841861285,0.9361179243215271,0.9361179243215271,0.9361179243215271,no_backreaction
True,True,0.2764291541340781,0.2303411648910877,0.27642915413426106,0.2764291541340781,0.7002585588902429,0.4173044059153358,0.9192682088821381,0.5391376429996284,0.5391376429996284,0.7617565277720876,0.7740220170734475,False,False,227,229,quotient_candidate|1 5 6|2 3 8,1,0.14170897037285057,0.07939256243991834,False,0,0,0.2578800032432449,0.2578800032432449,0.2578800032432449,11,0.2345892223996628,quotient_candidate,quotient_candidate,True,False,True,False,False,False,True,5,False,False,0.2643242749577395,0.055535466969084284,0.24964490291666905,-0.24964490291666905,0.27900364699881,0.055535466969084284,0.055535466969084284,0.15666048513438063,0.8010438841861285,0.9361179243215271,0.9361179243215271,0.9361179243215271,no_backreaction
