A_area_abs,A_face_a,A_face_b,A_pair_J_lock_mean_raw_QP,A_signed_birth_over_abs,B_area_abs,B_face_a,B_face_b,B_pair_J_lock_mean_raw_QP,B_signed_birth_over_abs,assembly_index,context,direct_sum_J_P_to_Q_subspace_resid,direct_sum_J_QP_subspace_max_resid,direct_sum_J_QP_subspace_mean_resid,direct_sum_J_Q_to_P_subspace_resid,direct_sum_J_span_leakage,direct_sum_P_norm,direct_sum_P_rank,direct_sum_Q_norm,direct_sum_Q_rank,direct_sum_basis_rank,direct_sum_gate_pass,direct_sum_projected_CJC_plus_J_resid,direct_sum_projected_J2_plus_I_resid,direct_sum_projected_J_skew_resid,motif_improves_over_pairlocal_direct_sum,motif_improves_over_pairlocal_union_sum,motif_signed_birth_over_abs_weighted,pair_local_max_J_lock_raw_QP,pair_local_mean_J_lock_raw_QP,shared_faces,shared_vertices,union_sum_J_P_to_Q_subspace_resid,union_sum_J_QP_subspace_max_resid,union_sum_J_QP_subspace_mean_resid,union_sum_J_Q_to_P_subspace_resid,union_sum_J_span_leakage,union_sum_P_norm,union_sum_P_rank,union_sum_Q_norm,union_sum_Q_rank,union_sum_basis_rank,union_sum_gate_pass,union_sum_projected_CJC_plus_J_resid,union_sum_projected_J2_plus_I_resid,union_sum_projected_J_skew_resid
0.6568372405196964,"[3, 4, 5]","[0, 1, 2]",0.9831765350821552,-0.20417768143318046,0.20459932250463359,"[1, 4, 6]","[0, 2, 3]",0.9414651692938166,-0.9375490570656712,0,shared_edge,0.5438258343030017,0.5438258343030752,0.5438258343030384,0.5438258343030752,0.5438258343031512,2.0011737229855435,2,2.221247105372363,2,4,False,6.826158991729622e-13,0.3395063127800073,1.0639083007134112e-16,True,True,-0.37836031198177783,0.9831765350821571,0.9623208521879859,0,5,0.5438258343030019,0.5438258343030753,0.5438258343030387,0.5438258343030753,0.5438258343031512,2.001173722985544,2,2.221247105372363,2,4,False,6.831037208220323e-13,0.3395063127800071,2.0672306077682954e-16
