A_C_lock,A_QP_balance,A_delta_beta2_audit_only,A_face_a,A_face_b,A_kappa_flip_abs,A_proxy_score,B_C_lock,B_QP_balance,B_delta_beta2_audit_only,B_face_a,B_face_b,B_kappa_flip_abs,B_proxy_score,after_beta0,after_beta1,after_beta2,after_beta3,assembly_applied,assembly_order,cascade_index,context,decision_used_delta_beta,edge_overlap,event_t,face_overlap,option,scan_id,variant,vertex_overlap
0.10339126937405942,0.981189648170306,2,3 4 5,0 1 2,0.9999999999985246,1.6186154425244665,0.5259471572933168,0.44359183071900465,1,1 4 6,0 2 3,0.9999999999991017,1.3102209842700707,1,0,3,0,True,A_to_B_rescan,1,shared_edge,False,1,6,0,A_to_B_rescan_strong_noReuseB,0,no_backreaction,5
0.3201810546169869,0.8699906198388186,1,0 1 6,2 4 7,0.011401816865971465,1.4778861051818324,0.4083882946761561,0.7926042637097488,4,4 6 7,0 3 5,0.01332124010248487,2.761949933495799,1,0,8,0,True,A_to_B_rescan,1,shared_edge,False,1,7,0,A_to_B_rescan_strong_noReuseB,1,no_backreaction,4
