A_C_lock,A_QP_balance,A_attempted,A_delta_beta2_audit_only,A_face_a,A_face_b,A_kappa_flip_abs,A_proxy_score,B_C_lock,B_QP_balance,B_applied,B_delta_beta2_audit_only,B_face_a,B_face_b,B_kappa_flip_abs,B_proxy_score,after_beta0,after_beta1,after_beta2,after_beta3,assembly_applied,assembly_order,cascade_index,context,decision_used_delta_beta,edge_overlap,event_t,face_overlap,failure,option,scan_id,variant,vertex_overlap
0.6537817662608376,0.8258934443086695,,1,4 5 6,0 2 3,0.9999999999990111,1.2577914543775273,0.13800603779333703,0.9785449268971228,,2,3 4 5,0 1 2,0.9999999999982763,-1.152029731441318,1,0,3,0,True,B_to_A_rescan,1,shared_edge,False,2,6,0,,B_to_A_rescan_connected_noReuseB,0,real_growth,5
,,False,,,,,,,,True,,,,,,,,,,False,,,,,,6,,no_A_candidate,B_to_A_rescan_connected_noReuseB,1,real_growth,
