A_face_a,A_face_b,B_face_a,B_face_b,K_edge_has_nonzero_circulation,K_edge_kappa_flip_abs,K_edge_kappa_flips,K_edge_sign_identity,K_edge_sign_kappa,assembly_index,birth_kappa_flip_abs,birth_kappa_flips,birth_sign_identity,birth_sign_kappa,compat_C_hash_self_resid,compat_GJ_minus_Omega_resid,compat_J2_plus_I_resid,compat_J_P_to_Q_resid,compat_J_QP_max_lock_resid,compat_J_QP_mean_lock_resid,compat_J_Q_to_P_resid,compat_J_g_skew_resid,compat_J_hash_anti_self_resid,compat_J_metric_orth_resid,compat_basis_dim,compat_compatibility_gate_pass,compat_g_nondeg_ratio,compat_g_rank,compat_g_svals_json,compat_g_sym_resid,compat_omega_nondeg_ratio,compat_omega_rank,compat_omega_skew_resid,compat_omega_svals_json,compat_star_antimult_resid_diagnostic,compat_star_family_span_resid,compat_star_involution_resid_diagnostic,compat_valid_omega_g,context,cycle_closed_by_order,cycle_edge_count,cycle_operator_norm,cycle_order,ident_link_K_edge_over_abs,ident_link_birth_over_abs,ident_link_circulation_K_edge,ident_link_circulation_abs,ident_link_circulation_birth,ident_link_face_count,interface_norm,kappa_link_K_edge_over_abs,kappa_link_birth_over_abs,kappa_link_circulation_K_edge,kappa_link_circulation_abs,kappa_link_circulation_birth,kappa_link_face_count,lambda_used,link_count,link_graph_closed_cycle,link_graph_link_edges,link_graph_link_vertices,metric_candidate,metric_primary,metric_source_note,omega_candidate,omega_primary,omega_source_note,primary_pair,shared_edge,union_faces
"[3, 4, 5]","[0, 1, 2]","[1, 4, 6]","[0, 2, 3]",,,,,,0,,,,,2.5982611867430153e-16,2.6083172132484483e-16,0.33950631278000715,3.172039295216635e-13,3.1738960302129884e-13,3.1729676627148115e-13,3.1738960302129884e-13,3.683617774328972e-16,2.5494504862568483e-16,0.3395063127800071,4,False,0.9999999999989991,4,"[1.0000000000000004, 1.0000000000000004, 0.9999999999999999, 0.9999999999999997]",0.0,0.7855873571765358,4,2.0672306077682954e-16,"[0.9332643508681202, 0.9332643508681201, 0.7331606749463476, 0.7331606749463474]",3.070575749489041e-16,6.445301473119469e-16,4.86070610541908e-16,True,shared_edge,,,,,,,,,,,,,,,,,,,,,,,cochain_identity_metric,True,ambient coefficient metric already used by residuals,union_pair_exchange_skew,True,skew part of union pair-exchange J-like operator; not independent of prior J tests,True,,"[[0, 1, 2], [0, 2, 3], [1, 4, 6], [3, 4, 5]]"
"[3, 4, 5]","[0, 1, 2]","[1, 4, 6]","[0, 2, 3]",,,,,,0,,,,,3.61225466517112e-16,3.280551957327054e-16,1.7123896706624033,2.5224273181167363e-16,4.065468165407473e-16,3.2939477417621045e-16,4.065468165407473e-16,5.971505506004304e-16,4.493579881484792e-16,1.712389670662463,4,False,0.9999999999985836,4,"[1.000000000000432, 1.0000000000004292, 1.0000000000001257, 1.0000000000000158]",1.107067569859079e-17,0.7855873571765358,4,2.0672306077682954e-16,"[0.9332643508681202, 0.9332643508681201, 0.7331606749463476, 0.7331606749463474]",3.071630977010346e-16,5.193307803543263e-14,6.053966244511995e-16,True,shared_edge,,,,,,,,,,,,,,,,,,,,,,,union_C_symmetric_metric,True,symmetric pair-conjugation operator C on motif union,union_pair_exchange_skew,True,skew part of union pair-exchange J-like operator; not independent of prior J tests,True,,"[[0, 1, 2], [0, 2, 3], [1, 4, 6], [3, 4, 5]]"
"[3, 4, 5]","[0, 1, 2]","[1, 4, 6]","[0, 2, 3]",,,,,,0,,,,,4.2118555985877877e-16,3.7765433123898113e-16,0.33950631278039567,3.171890294115558e-13,3.1740658757014936e-13,3.172978084908526e-13,3.1740658757014936e-13,4.593432080941293e-16,3.660058768437277e-16,0.3395063127802911,4,False,0.9999999999981672,4,"[1.0000000000008644, 1.000000000000858, 1.0000000000002514, 1.0000000000000318]",9.640792027105003e-17,0.7855873571765358,4,2.0672306077682954e-16,"[0.9332643508681202, 0.9332643508681201, 0.7331606749463476, 0.7331606749463474]",4.214575313685137e-16,1.3302430636003247e-13,8.040310031503078e-16,True,shared_edge,,,,,,,,,,,,,,,,,,,,,,,union_C_square_metric,True,C^T C structural metric diagnostic,union_pair_exchange_skew,True,skew part of union pair-exchange J-like operator; not independent of prior J tests,True,,"[[0, 1, 2], [0, 2, 3], [1, 4, 6], [3, 4, 5]]"
"[3, 4, 5]","[0, 1, 2]","[1, 4, 6]","[0, 2, 3]",,,,,,0,,,,,5.721715007200185e-13,2.2756940096995086e-16,29.41241711702616,3.491205656485783e-13,3.491205656485783e-13,2.1260830289022345e-13,7.609604013186863e-14,3.969922620856687e-16,2.105228270677023e-16,10.75714288226326,4,False,0.07148761592342417,4,"[0.6978407700456887, 0.6682175507940454, 0.25301157629798704, 0.04988697294480424]",4.231586313944494e-18,0.7855873571765358,4,2.0672306077682954e-16,"[0.9332643508681202, 0.9332643508681201, 0.7331606749463476, 0.7331606749463474]",1.4119407924899548e-16,0.2243454398282815,4.0800569928136106e-16,True,shared_edge,,,,,,,,,,,,,,,,,,,,,,,QP_data_gram_control,False,uses Q/P data directly,union_pair_exchange_skew,True,skew part of union pair-exchange J-like operator; not independent of prior J tests,False,,"[[0, 1, 2], [0, 2, 3], [1, 4, 6], [3, 4, 5]]"
"[3, 4, 5]","[0, 1, 2]","[1, 4, 6]","[0, 2, 3]",,,,,,0,,,,,2.5982611867430153e-16,2.250617140010845e-16,0.7751039065204867,0.7983263177822094,0.7983263177822094,0.747273799207973,0.6962212806337366,2.3738761578701974e-16,2.250617140010845e-16,0.7751039065204864,4,False,0.9999999999989991,4,"[1.0000000000000004, 1.0000000000000004, 0.9999999999999999, 0.9999999999999997]",0.0,0.06751146930755245,4,2.2278115918974753e-33,"[0.738603123968453, 0.7386031239684526, 0.0498641821343261, 0.04986418213432608]",3.437483043695693e-16,4.075721064674488e-16,4.86070610541908e-16,True,shared_edge,,,,,,,,,,,2.449489742783178,,,,,,,,1,,,,cochain_identity_metric,True,ambient coefficient metric already used by residuals,edge_interface_skew_incidence_identity,True,skew part of Face->shared-edge->Face interface operator,True,,"[[0, 1, 2], [0, 2, 3], [1, 4, 6], [3, 4, 5]]"
"[3, 4, 5]","[0, 1, 2]","[1, 4, 6]","[0, 2, 3]",,,,,,0,,,,,3.61225466517112e-16,3.2896728707793486e-16,0.9623306744089085,0.7983263177823693,0.7983263177823693,0.7472737992080942,0.6962212806338192,4.865752550168606e-16,3.576307555494355e-16,0.9623306744089107,4,False,0.9999999999985836,4,"[1.000000000000432, 1.0000000000004292, 1.0000000000001257, 1.0000000000000158]",1.107067569859079e-17,0.06751146930755245,4,2.2278115918974753e-33,"[0.738603123968453, 0.7386031239684526, 0.0498641821343261, 0.04986418213432608]",4.580527859006381e-16,0.9774162411607621,6.053966244511995e-16,True,shared_edge,,,,,,,,,,,2.449489742783178,,,,,,,,1,,,,union_C_symmetric_metric,True,symmetric pair-conjugation operator C on motif union,edge_interface_skew_incidence_identity,True,skew part of Face->shared-edge->Face interface operator,True,,"[[0, 1, 2], [0, 2, 3], [1, 4, 6], [3, 4, 5]]"
"[3, 4, 5]","[0, 1, 2]","[1, 4, 6]","[0, 2, 3]",,,,,,0,,,,,4.2118555985877877e-16,3.7142085458387585e-16,0.7751039065206436,0.7983263177822637,0.7983263177822637,0.7472737992079619,0.69622128063366,3.009884132526536e-16,3.3141931684922327e-16,0.7751039065206516,4,False,0.9999999999981672,4,"[1.0000000000008644, 1.000000000000858, 1.0000000000002514, 1.0000000000000318]",9.640792027105003e-17,0.06751146930755245,4,2.2278115918974753e-33,"[0.738603123968453, 0.7386031239684526, 0.0498641821343261, 0.04986418213432608]",4.471453013516118e-16,1.0483296250582789e-13,8.040310031503078e-16,True,shared_edge,,,,,,,,,,,2.449489742783178,,,,,,,,1,,,,union_C_square_metric,True,C^T C structural metric diagnostic,edge_interface_skew_incidence_identity,True,skew part of Face->shared-edge->Face interface operator,True,,"[[0, 1, 2], [0, 2, 3], [1, 4, 6], [3, 4, 5]]"
"[3, 4, 5]","[0, 1, 2]","[1, 4, 6]","[0, 2, 3]",,,,,,0,,,,,5.721715007200185e-13,2.543274546404461e-16,7.978658498553337,0.9898649494979068,0.9898649494979068,0.5849950874410418,0.18012522538417677,4.592513256375506e-16,4.451514812862041e-16,7.166123078488404,4,False,0.07148761592342417,4,"[0.6978407700456887, 0.6682175507940454, 0.25301157629798704, 0.04988697294480424]",4.231586313944494e-18,0.06751146930755245,4,2.2278115918974753e-33,"[0.738603123968453, 0.7386031239684526, 0.0498641821343261, 0.04986418213432608]",3.3581879755342627e-16,0.04149217148803199,4.0800569928136106e-16,True,shared_edge,,,,,,,,,,,2.449489742783178,,,,,,,,1,,,,QP_data_gram_control,False,uses Q/P data directly,edge_interface_skew_incidence_identity,True,skew part of Face->shared-edge->Face interface operator,False,,"[[0, 1, 2], [0, 2, 3], [1, 4, 6], [3, 4, 5]]"
"[3, 4, 5]","[0, 1, 2]","[1, 4, 6]","[0, 2, 3]",,,,,,0,,,,,2.5982611867430153e-16,2.517675108856301e-16,0.7337181717577357,0.4470058612157985,0.4470058612157985,0.395194705117053,0.3433835490183075,3.4377432179453596e-16,2.5268072559834544e-16,0.7337181717577357,4,False,0.9999999999989991,4,"[1.0000000000000004, 1.0000000000000004, 0.9999999999999999, 0.9999999999999997]",0.0,0.3782309800897235,4,1.7983198619736564e-16,"[1.3083042876982056, 1.308304287698205, 0.49484121299205847, 0.4948412129920582]",3.167240059943599e-16,6.089645986749607e-16,4.86070610541908e-16,True,shared_edge,,,,,,,,,,,2.449489742783178,,,,,,,1.0,1,,,,cochain_identity_metric,True,ambient coefficient metric already used by residuals,union_plus_edge_interface_skew_incidence_identity_unit,True,skew part of union plus edge interface,True,,"[[0, 1, 2], [0, 2, 3], [1, 4, 6], [3, 4, 5]]"
"[3, 4, 5]","[0, 1, 2]","[1, 4, 6]","[0, 2, 3]",,,,,,0,,,,,3.61225466517112e-16,2.936742511330932e-16,1.6813323785541592,0.44700586121590596,0.44700586121590596,0.39519470511713317,0.3433835490183604,5.554729110562429e-16,4.0057895841805067e-16,1.6813323785542198,4,False,0.9999999999985836,4,"[1.000000000000432, 1.0000000000004292, 1.0000000000001257, 1.0000000000000158]",1.107067569859079e-17,0.3782309800897235,4,1.7983198619736564e-16,"[1.3083042876982056, 1.308304287698205, 0.49484121299205847, 0.4948412129920582]",3.6575282181098957e-16,0.7302300760253652,6.053966244511995e-16,True,shared_edge,,,,,,,,,,,2.449489742783178,,,,,,,1.0,1,,,,union_C_symmetric_metric,True,symmetric pair-conjugation operator C on motif union,union_plus_edge_interface_skew_incidence_identity_unit,True,skew part of union plus edge interface,True,,"[[0, 1, 2], [0, 2, 3], [1, 4, 6], [3, 4, 5]]"
"[3, 4, 5]","[0, 1, 2]","[1, 4, 6]","[0, 2, 3]",,,,,,0,,,,,4.2118555985877877e-16,3.7676667664402844e-16,0.7337181717568845,0.4470058612158651,0.4470058612158651,0.39519470511707966,0.34338354901829427,4.2101152697675767e-16,3.620525958870546e-16,0.7337181717568813,4,False,0.9999999999981672,4,"[1.0000000000008644, 1.000000000000858, 1.0000000000002514, 1.0000000000000318]",9.640792027105003e-17,0.3782309800897235,4,1.7983198619736564e-16,"[1.3083042876982056, 1.308304287698205, 0.49484121299205847, 0.4948412129920582]",4.2767139025328164e-16,3.4292409162731814e-13,8.040310031503078e-16,True,shared_edge,,,,,,,,,,,2.449489742783178,,,,,,,1.0,1,,,,union_C_square_metric,True,C^T C structural metric diagnostic,union_plus_edge_interface_skew_incidence_identity_unit,True,skew part of union plus edge interface,True,,"[[0, 1, 2], [0, 2, 3], [1, 4, 6], [3, 4, 5]]"
"[3, 4, 5]","[0, 1, 2]","[1, 4, 6]","[0, 2, 3]",,,,,,0,,,,,5.721715007200185e-13,2.257977661132399e-16,42.235193346517654,0.9343059292900132,0.9343059292900132,0.5091218540605317,0.08393777883105022,4.139420515253801e-16,3.2244655957084884e-16,18.83966604704615,4,False,0.07148761592342417,4,"[0.6978407700456887, 0.6682175507940454, 0.25301157629798704, 0.04988697294480424]",4.231586313944494e-18,0.3782309800897235,4,1.7983198619736564e-16,"[1.3083042876982056, 1.308304287698205, 0.49484121299205847, 0.4948412129920582]",2.365446602807502e-16,0.4613480581729734,4.0800569928136106e-16,True,shared_edge,,,,,,,,,,,2.449489742783178,,,,,,,1.0,1,,,,QP_data_gram_control,False,uses Q/P data directly,union_plus_edge_interface_skew_incidence_identity_unit,True,skew part of union plus edge interface,False,,"[[0, 1, 2], [0, 2, 3], [1, 4, 6], [3, 4, 5]]"
"[3, 4, 5]","[0, 1, 2]","[1, 4, 6]","[0, 2, 3]",,,,,,0,,,,,2.5982611867430153e-16,2.5522769634995595e-16,0.5381465197021316,0.3442093373335014,0.3442093373335014,0.30164210767374705,0.2590748780139927,3.587175149388606e-16,2.5391880168238375e-16,0.5381465197021316,4,False,0.9999999999989991,4,"[1.0000000000000004, 1.0000000000000004, 0.9999999999999999, 0.9999999999999997]",0.0,0.49121172116277906,4,1.915477529533565e-16,"[1.1642422091466471, 1.164242209146647, 0.571889419405772, 0.571889419405772]",3.113383432419259e-16,6.192190620632423e-16,4.86070610541908e-16,True,shared_edge,,,,,,,,,,,2.449489742783178,,,,,,,0.7071067811864391,1,,,,cochain_identity_metric,True,ambient coefficient metric already used by residuals,union_plus_edge_interface_skew_incidence_identity_half_base_norm,True,skew part of union plus edge interface,True,,"[[0, 1, 2], [0, 2, 3], [1, 4, 6], [3, 4, 5]]"
"[3, 4, 5]","[0, 1, 2]","[1, 4, 6]","[0, 2, 3]",,,,,,0,,,,,3.61225466517112e-16,2.9653608377921295e-16,1.6963794024852676,0.34420933733358683,0.34420933733358683,0.30164210767381033,0.25907487801403384,5.921484439072256e-16,4.2046024907324136e-16,1.696379402485328,4,False,0.9999999999985836,4,"[1.000000000000432, 1.0000000000004292, 1.0000000000001257, 1.0000000000000158]",1.107067569859079e-17,0.49121172116277906,4,1.915477529533565e-16,"[1.1642422091466471, 1.164242209146647, 0.571889419405772, 0.571889419405772]",3.5199701509370173e-16,0.5800711826041332,6.053966244511995e-16,True,shared_edge,,,,,,,,,,,2.449489742783178,,,,,,,0.7071067811864391,1,,,,union_C_symmetric_metric,True,symmetric pair-conjugation operator C on motif union,union_plus_edge_interface_skew_incidence_identity_half_base_norm,True,skew part of union plus edge interface,True,,"[[0, 1, 2], [0, 2, 3], [1, 4, 6], [3, 4, 5]]"
"[3, 4, 5]","[0, 1, 2]","[1, 4, 6]","[0, 2, 3]",,,,,,0,,,,,4.2118555985877877e-16,3.7671096726700716e-16,0.538146519701741,0.3442093373335579,0.3442093373335579,0.30164210767377153,0.2590748780139852,4.3152832042303873e-16,3.632990851042489e-16,0.538146519701707,4,False,0.9999999999981672,4,"[1.0000000000008644, 1.000000000000858, 1.0000000000002514, 1.0000000000000318]",9.640792027105003e-17,0.49121172116277906,4,1.915477529533565e-16,"[1.1642422091466471, 1.164242209146647, 0.571889419405772, 0.571889419405772]",4.2258325147018e-16,2.937114119525721e-13,8.040310031503078e-16,True,shared_edge,,,,,,,,,,,2.449489742783178,,,,,,,0.7071067811864391,1,,,,union_C_square_metric,True,C^T C structural metric diagnostic,union_plus_edge_interface_skew_incidence_identity_half_base_norm,True,skew part of union plus edge interface,True,,"[[0, 1, 2], [0, 2, 3], [1, 4, 6], [3, 4, 5]]"
"[3, 4, 5]","[0, 1, 2]","[1, 4, 6]","[0, 2, 3]",,,,,,0,,,,,5.721715007200185e-13,2.272668527087444e-16,36.13778266099692,0.8871615096877535,0.8871615096877535,0.4750126409408011,0.0628637721938486,4.0626559936007026e-16,2.1254257559559536e-16,14.832907835091673,4,False,0.07148761592342417,4,"[0.6978407700456887, 0.6682175507940454, 0.25301157629798704, 0.04988697294480424]",4.231586313944494e-18,0.49121172116277906,4,1.915477529533565e-16,"[1.1642422091466471, 1.164242209146647, 0.571889419405772, 0.571889419405772]",1.996911916309259e-16,0.47828221865499587,4.0800569928136106e-16,True,shared_edge,,,,,,,,,,,2.449489742783178,,,,,,,0.7071067811864391,1,,,,QP_data_gram_control,False,uses Q/P data directly,union_plus_edge_interface_skew_incidence_identity_half_base_norm,True,skew part of union plus edge interface,False,,"[[0, 1, 2], [0, 2, 3], [1, 4, 6], [3, 4, 5]]"
"[3, 4, 5]","[0, 1, 2]","[1, 4, 6]","[0, 2, 3]",,,,,,0,,,,,2.5982611867430153e-16,2.450912551959036e-16,1.1220669896741138,0.5515816831924841,0.5515816831924841,0.4935538586002875,0.43552603400809087,3.420247737023602e-16,2.5289866719081146e-16,1.1220669896741136,4,False,0.9999999999989991,4,"[1.0000000000000004, 1.0000000000000004, 0.9999999999999999, 0.9999999999999997]",0.0,0.2603041117163145,4,1.6276878004650673e-16,"[1.5315398375060958, 1.5315398375060956, 0.3986661169604335, 0.3986661169604333]",3.1867760417189117e-16,8.051092115834878e-16,4.86070610541908e-16,True,shared_edge,,,,,,,,,,,2.449489742783178,,,,,,,1.4142135623728782,1,,,,cochain_identity_metric,True,ambient coefficient metric already used by residuals,union_plus_edge_interface_skew_incidence_identity_base_norm,True,skew part of union plus edge interface,True,,"[[0, 1, 2], [0, 2, 3], [1, 4, 6], [3, 4, 5]]"
"[3, 4, 5]","[0, 1, 2]","[1, 4, 6]","[0, 2, 3]",,,,,,0,,,,,3.61225466517112e-16,3.132574178229261e-16,1.6542315249720607,0.5515816831926115,0.5515816831926115,0.49355385860038326,0.435526034008155,5.645048699416109e-16,4.063152050781375e-16,1.6542315249721236,4,False,0.9999999999985836,4,"[1.000000000000432, 1.0000000000004292, 1.0000000000001257, 1.0000000000000158]",1.107067569859079e-17,0.2603041117163145,4,1.6276878004650673e-16,"[1.5315398375060958, 1.5315398375060956, 0.3986661169604335, 0.3986661169604333]",4.169933623712224e-16,0.8599908931480581,6.053966244511995e-16,True,shared_edge,,,,,,,,,,,2.449489742783178,,,,,,,1.4142135623728782,1,,,,union_C_symmetric_metric,True,symmetric pair-conjugation operator C on motif union,union_plus_edge_interface_skew_incidence_identity_base_norm,True,skew part of union plus edge interface,True,,"[[0, 1, 2], [0, 2, 3], [1, 4, 6], [3, 4, 5]]"
"[3, 4, 5]","[0, 1, 2]","[1, 4, 6]","[0, 2, 3]",,,,,,0,,,,,4.2118555985877877e-16,3.6982629564895313e-16,1.1220669896726254,0.5515816831925557,0.5515816831925557,0.49355385860031187,0.43552603400806794,3.7733601547379983e-16,3.5474999169172567e-16,1.1220669896726487,4,False,0.9999999999981672,4,"[1.0000000000008644, 1.000000000000858, 1.0000000000002514, 1.0000000000000318]",9.640792027105003e-17,0.2603041117163145,4,1.6276878004650673e-16,"[1.5315398375060958, 1.5315398375060956, 0.3986661169604335, 0.3986661169604333]",4.2013126627402555e-16,3.706740474213839e-13,8.040310031503078e-16,True,shared_edge,,,,,,,,,,,2.449489742783178,,,,,,,1.4142135623728782,1,,,,union_C_square_metric,True,C^T C structural metric diagnostic,union_plus_edge_interface_skew_incidence_identity_base_norm,True,skew part of union plus edge interface,True,,"[[0, 1, 2], [0, 2, 3], [1, 4, 6], [3, 4, 5]]"
"[3, 4, 5]","[0, 1, 2]","[1, 4, 6]","[0, 2, 3]",,,,,,0,,,,,5.721715007200185e-13,2.280224145052528e-16,53.39124927246746,0.9608828547465675,0.9608828547465675,0.5342398924011089,0.10759693005565028,4.231224852643546e-16,2.1569484139318442e-16,26.769856757152784,4,False,0.07148761592342417,4,"[0.6978407700456887, 0.6682175507940454, 0.25301157629798704, 0.04988697294480424]",4.231586313944494e-18,0.2603041117163145,4,1.6276878004650673e-16,"[1.5315398375060958, 1.5315398375060956, 0.3986661169604335, 0.3986661169604333]",2.574193216734446e-16,0.40840763626199134,4.0800569928136106e-16,True,shared_edge,,,,,,,,,,,2.449489742783178,,,,,,,1.4142135623728782,1,,,,QP_data_gram_control,False,uses Q/P data directly,union_plus_edge_interface_skew_incidence_identity_base_norm,True,skew part of union plus edge interface,False,,"[[0, 1, 2], [0, 2, 3], [1, 4, 6], [3, 4, 5]]"
"[3, 4, 5]","[0, 1, 2]","[1, 4, 6]","[0, 2, 3]",,,,,,0,,,,,0.9999999999995,0.9999999999928395,0.9999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999995,4,False,0.9999999999989991,4,"[1.0000000000000004, 1.0000000000000004, 0.9999999999999999, 0.9999999999999997]",0.0,4.758639685545646e-17,2,3.239093420773256e-16,"[0.09875207738803207, 0.09875207738803206, 1.0050869186922728e-17, 4.699255544935229e-18]",0.0,1.0,0.0,False,shared_edge,,,,,,,,,,,1.4142135623730951,,,,,,,,1,,,,cochain_identity_metric,True,ambient coefficient metric already used by residuals,edge_interface_skew_edge_projector,True,skew part of Face->shared-edge->Face interface operator,True,,"[[0, 1, 2], [0, 2, 3], [1, 4, 6], [3, 4, 5]]"
"[3, 4, 5]","[0, 1, 2]","[1, 4, 6]","[0, 2, 3]",,,,,,0,,,,,0.9999999999995,0.9999999999928395,0.9999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999995,4,False,0.9999999999985836,4,"[1.000000000000432, 1.0000000000004292, 1.0000000000001257, 1.0000000000000158]",1.107067569859079e-17,4.758639685545646e-17,2,3.239093420773256e-16,"[0.09875207738803207, 0.09875207738803206, 1.0050869186922728e-17, 4.699255544935229e-18]",0.0,1.0,0.0,False,shared_edge,,,,,,,,,,,1.4142135623730951,,,,,,,,1,,,,union_C_symmetric_metric,True,symmetric pair-conjugation operator C on motif union,edge_interface_skew_edge_projector,True,skew part of Face->shared-edge->Face interface operator,True,,"[[0, 1, 2], [0, 2, 3], [1, 4, 6], [3, 4, 5]]"
"[3, 4, 5]","[0, 1, 2]","[1, 4, 6]","[0, 2, 3]",,,,,,0,,,,,0.9999999999995,0.9999999999928395,0.9999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999995,4,False,0.9999999999981672,4,"[1.0000000000008644, 1.000000000000858, 1.0000000000002514, 1.0000000000000318]",9.640792027105003e-17,4.758639685545646e-17,2,3.239093420773256e-16,"[0.09875207738803207, 0.09875207738803206, 1.0050869186922728e-17, 4.699255544935229e-18]",0.0,1.0,0.0,False,shared_edge,,,,,,,,,,,1.4142135623730951,,,,,,,,1,,,,union_C_square_metric,True,C^T C structural metric diagnostic,edge_interface_skew_edge_projector,True,skew part of Face->shared-edge->Face interface operator,True,,"[[0, 1, 2], [0, 2, 3], [1, 4, 6], [3, 4, 5]]"
"[3, 4, 5]","[0, 1, 2]","[1, 4, 6]","[0, 2, 3]",,,,,,0,,,,,0.9999999999995,0.9999999999928395,0.9999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999989999,4,False,0.07148761592342417,4,"[0.6978407700456887, 0.6682175507940454, 0.25301157629798704, 0.04988697294480424]",4.231586313944494e-18,4.758639685545646e-17,2,3.239093420773256e-16,"[0.09875207738803207, 0.09875207738803206, 1.0050869186922728e-17, 4.699255544935229e-18]",0.0,1.0,0.0,False,shared_edge,,,,,,,,,,,1.4142135623730951,,,,,,,,1,,,,QP_data_gram_control,False,uses Q/P data directly,edge_interface_skew_edge_projector,True,skew part of Face->shared-edge->Face interface operator,False,,"[[0, 1, 2], [0, 2, 3], [1, 4, 6], [3, 4, 5]]"
"[3, 4, 5]","[0, 1, 2]","[1, 4, 6]","[0, 2, 3]",,,,,,0,,,,,2.5982611867430153e-16,2.6182282058603e-16,0.3453922919084412,0.009973677579136196,0.10694723433811201,0.058460455958624105,0.10694723433811201,3.677443607754444e-16,2.56632417450841e-16,0.3453922919084411,4,False,0.9999999999989991,4,"[1.0000000000000004, 1.0000000000000004, 0.9999999999999999, 0.9999999999999997]",0.0,0.764179339073676,4,2.080200179554665e-16,"[0.9462464731114016, 0.9462464731114014, 0.7231020044238321, 0.723102004423832]",3.0746841837126885e-16,6.535435460284515e-16,4.86070610541908e-16,True,shared_edge,,,,,,,,,,,1.4142135623730951,,,,,,,1.0,1,,,,cochain_identity_metric,True,ambient coefficient metric already used by residuals,union_plus_edge_interface_skew_edge_projector_unit,True,skew part of union plus edge interface,True,,"[[0, 1, 2], [0, 2, 3], [1, 4, 6], [3, 4, 5]]"
"[3, 4, 5]","[0, 1, 2]","[1, 4, 6]","[0, 2, 3]",,,,,,0,,,,,3.61225466517112e-16,3.254329221059957e-16,1.7104637207265454,0.009973677579143959,0.10694723433811702,0.05846045595863049,0.10694723433811702,5.922295486049744e-16,4.474755014359724e-16,1.7104637207266051,4,False,0.9999999999985836,4,"[1.000000000000432, 1.0000000000004292, 1.0000000000001257, 1.0000000000000158]",1.107067569859079e-17,0.764179339073676,4,2.080200179554665e-16,"[0.9462464731114016, 0.9462464731114014, 0.7231020044238321, 0.723102004423832]",3.083992655919811e-16,0.15146127499985,6.053966244511995e-16,True,shared_edge,,,,,,,,,,,1.4142135623730951,,,,,,,1.0,1,,,,union_C_symmetric_metric,True,symmetric pair-conjugation operator C on motif union,union_plus_edge_interface_skew_edge_projector_unit,True,skew part of union plus edge interface,True,,"[[0, 1, 2], [0, 2, 3], [1, 4, 6], [3, 4, 5]]"
"[3, 4, 5]","[0, 1, 2]","[1, 4, 6]","[0, 2, 3]",,,,,,0,,,,,4.2118555985877877e-16,3.7887577310297986e-16,0.3453922919087933,0.009973677579138054,0.10694723433811035,0.0584604559586242,0.10694723433811035,4.575160923009864e-16,3.6834466303627744e-16,0.34539229190869186,4,False,0.9999999999981672,4,"[1.0000000000008644, 1.000000000000858, 1.0000000000002514, 1.0000000000000318]",9.640792027105003e-17,0.764179339073676,4,2.080200179554665e-16,"[0.9462464731114016, 0.9462464731114014, 0.7231020044238321, 0.723102004423832]",4.218242899341133e-16,1.4192499468408933e-13,8.040310031503078e-16,True,shared_edge,,,,,,,,,,,1.4142135623730951,,,,,,,1.0,1,,,,union_C_square_metric,True,C^T C structural metric diagnostic,union_plus_edge_interface_skew_edge_projector_unit,True,skew part of union plus edge interface,True,,"[[0, 1, 2], [0, 2, 3], [1, 4, 6], [3, 4, 5]]"
"[3, 4, 5]","[0, 1, 2]","[1, 4, 6]","[0, 2, 3]",,,,,,0,,,,,5.721715007200185e-13,2.272892231921063e-16,29.587196813105837,0.05221878342363385,0.05221878342363385,0.03902743124655266,0.02583607906947147,3.974394670836707e-16,2.1151749266780476e-16,10.800607934762652,4,False,0.07148761592342417,4,"[0.6978407700456887, 0.6682175507940454, 0.25301157629798704, 0.04988697294480424]",4.231586313944494e-18,0.764179339073676,4,2.080200179554665e-16,"[0.9462464731114016, 0.9462464731114014, 0.7231020044238321, 0.723102004423832]",1.4186259740164613e-16,0.2344700724771533,4.0800569928136106e-16,True,shared_edge,,,,,,,,,,,1.4142135623730951,,,,,,,1.0,1,,,,QP_data_gram_control,False,uses Q/P data directly,union_plus_edge_interface_skew_edge_projector_unit,True,skew part of union plus edge interface,False,,"[[0, 1, 2], [0, 2, 3], [1, 4, 6], [3, 4, 5]]"
