A_face_a,A_face_b,B_face_a,B_face_b,P_mean_step_overlap,P_min_step_overlap,P_ranks,Q_mean_step_overlap,Q_min_step_overlap,Q_ranks,U_mean_step_overlap,U_min_step_overlap,assembly_index,carrier_norms,context,dims,polar_loop_det,polar_loop_dim,polar_loop_double_plus_I_resid,polar_loop_eigvals_json,polar_loop_identity_gate_pass,polar_loop_mean_step_sv,polar_loop_min_step_sv,polar_loop_minus_I_resid,polar_loop_monodromy_minus_gate_pass,polar_loop_plus_I_resid,polar_loop_trace_over_dim,polar_loop_valid,proper_monodromy_gate_pass,raw_overlap_loop_det,raw_overlap_loop_dim,raw_overlap_loop_double_plus_I_resid,raw_overlap_loop_eigvals_json,raw_overlap_loop_identity_gate_pass,raw_overlap_loop_mean_step_sv,raw_overlap_loop_min_step_sv,raw_overlap_loop_minus_I_resid,raw_overlap_loop_monodromy_minus_gate_pass,raw_overlap_loop_plus_I_resid,raw_overlap_loop_trace_over_dim,raw_overlap_loop_valid,union_faces,valid_same_dim
"[3, 4, 5]","[0, 1, 2]","[1, 4, 6]","[0, 2, 3]",0.33761317179501443,0.13722549869350237,"[2, 2, 2]",0.6342878031398176,0.5083492157526452,"[2, 2, 2]",0.29756008057999034,0.13722549869350242,0,"[2.9897550021185553, 4.018952254749564, 2.6648649956015475]",shared_edge,"[4, 4, 4]",0.9999999999999994,4,1.0061484140932486e-13,"[[1.0000000000000002, 2.9166342806667837e-14], [1.0000000000000002, -2.9166342806667837e-14], [1.0, 1.3924958732206481e-13], [1.0, -1.3924958732206481e-13]]",False,0.6655607511537139,0.13722549869350242,0.9999999999997499,False,5.030742070466242e-14,0.9999999999997498,True,False,0.0012198226691520582,4,0.7263451035944326,"[[0.37281757537524424, 0.0], [0.262067548150844, 0.0], [0.5997440291497828, 0.0], [0.020817143875808797, 0.0]]",False,0.6655607511537139,0.13722549869350242,0.9662457535666299,False,0.5208567995572037,0.3138615741378413,True,"[[0, 1, 2], [0, 2, 3], [1, 4, 6], [3, 4, 5]]",True
