,beta_delta_min,beta_bool,C_good_score,flip_good_score,QP_balance_min,directed_imbalance_avg,transverse_complementarity_avg,transport_cosine_avg,comm_abs_area_avg
beta_delta_min,1.0,0.9182665901879422,0.07604499584932399,-0.18016920373609632,0.05624951890622664,0.42911594024762706,-0.029721078924432903,-0.15831943922204117,0.42183332972298554
beta_bool,0.9182665901879422,1.0,0.16622703607982686,-0.16075310444647725,-0.08918111956411985,0.28049660574788554,0.0045511194007535815,-0.15013065678740342,0.35552118113867043
C_good_score,0.07604499584932399,0.16622703607982686,1.0,0.06101375217407853,0.2460486505855696,-0.03655270333796925,0.11253212227867027,-0.05331014158320699,-0.015885392909376166
flip_good_score,-0.18016920373609632,-0.16075310444647725,0.06101375217407853,1.0,-0.09433410618098678,-0.11579823086935803,0.1331431739980807,0.14109956486110042,0.049253491388921364
QP_balance_min,0.05624951890622664,-0.08918111956411985,0.2460486505855696,-0.09433410618098678,1.0,0.15370328330885835,0.08498753763674831,0.030312494896914042,0.12903076425745602
directed_imbalance_avg,0.42911594024762706,0.28049660574788554,-0.03655270333796925,-0.11579823086935803,0.15370328330885835,1.0,-0.1494440433959682,-0.04963640701013467,0.380843144941458
transverse_complementarity_avg,-0.029721078924432903,0.0045511194007535815,0.11253212227867027,0.1331431739980807,0.08498753763674831,-0.1494440433959682,1.0,-0.06659329749647355,0.025522387420111526
transport_cosine_avg,-0.15831943922204117,-0.15013065678740342,-0.05331014158320699,0.14109956486110042,0.030312494896914042,-0.04963640701013467,-0.06659329749647355,1.0,-0.3271773121357484
comm_abs_area_avg,0.42183332972298554,0.35552118113867043,-0.015885392909376166,0.049253491388921364,0.12903076425745602,0.380843144941458,0.025522387420111526,-0.3271773121357484,1.0
