,beta_delta_min,beta_bool,C_good_score,flip_good_score,QP_balance_min,directed_imbalance_avg,transverse_complementarity_avg,transport_cosine_avg,comm_abs_area_avg
beta_delta_min,1.0,0.9771144011958641,0.1216994698424678,-0.05922768608755845,0.015078829056281984,0.2834029545754667,0.03730281650372423,-0.1744694988065305,0.422983197352952
beta_bool,0.9771144011958641,1.0,0.16202838286096238,-0.07734110786587965,-0.0634741856444626,0.21248542895783568,0.03772133009040235,-0.15146310878750177,0.39066751710694597
C_good_score,0.1216994698424678,0.16202838286096238,1.0,0.01544338957811605,0.321688744678542,-0.09665497414422948,0.08212800622021597,-0.048120129294772024,0.16656386642470833
flip_good_score,-0.05922768608755845,-0.07734110786587965,0.01544338957811605,1.0,-0.08425040765218443,0.13378821151526635,0.09245565279985274,0.182722965482472,0.09592155494409636
QP_balance_min,0.015078829056281984,-0.0634741856444626,0.321688744678542,-0.08425040765218443,1.0,0.07655815666408011,0.07365213771843906,-0.06398937288189145,0.18127780929707987
directed_imbalance_avg,0.2834029545754667,0.21248542895783568,-0.09665497414422948,0.13378821151526635,0.07655815666408011,1.0,0.16976286487884468,-0.11236749483039918,0.33611817025418306
transverse_complementarity_avg,0.03730281650372423,0.03772133009040235,0.08212800622021597,0.09245565279985274,0.07365213771843906,0.16976286487884468,1.0,0.060250099938319854,0.07406562822395525
transport_cosine_avg,-0.1744694988065305,-0.15146310878750177,-0.048120129294772024,0.182722965482472,-0.06398937288189145,-0.11236749483039918,0.060250099938319854,1.0,-0.31080199299676214
comm_abs_area_avg,0.422983197352952,0.39066751710694597,0.16656386642470833,0.09592155494409636,0.18127780929707987,0.33611817025418306,0.07406562822395525,-0.31080199299676214,1.0
