,beta_delta_min,beta_bool,C_good_score,flip_good_score,QP_balance_min,directed_imbalance_avg,transverse_complementarity_avg,transport_cosine_avg,comm_abs_area_avg
beta_delta_min,1.0,0.9104415004683742,0.08949293161964875,-0.2074560777567654,0.11924068347077726,0.5124702292154847,-0.12528292947105754,-0.12920387038817813,0.2663533557802364
beta_bool,0.9104415004683742,1.0,0.1249432174055681,-0.17301130951096239,-0.0006498833538237646,0.3974073345629378,-0.09569554537453984,-0.192731375615251,0.27289744626297635
C_good_score,0.08949293161964875,0.1249432174055681,1.0,0.045353525196817235,0.3374100502993964,-0.03958306929917661,0.15281722232823433,-0.3098463660138377,0.30528203830775646
flip_good_score,-0.2074560777567654,-0.17301130951096239,0.045353525196817235,1.0,-0.1200910205638695,-0.19277533940423167,0.14317912732818922,0.2412902582240301,0.02765771598337932
QP_balance_min,0.11924068347077726,-0.0006498833538237646,0.3374100502993964,-0.1200910205638695,1.0,0.14105928232344417,-0.014986876122095694,-0.13909370414669459,0.16934750049419495
directed_imbalance_avg,0.5124702292154847,0.3974073345629378,-0.03958306929917661,-0.19277533940423167,0.14105928232344417,1.0,-0.15723629586511115,-0.09542123797120912,0.20220900024224875
transverse_complementarity_avg,-0.12528292947105754,-0.09569554537453984,0.15281722232823433,0.14317912732818922,-0.014986876122095694,-0.15723629586511115,1.0,0.0419489088584465,0.028192930393711953
transport_cosine_avg,-0.12920387038817813,-0.192731375615251,-0.3098463660138377,0.2412902582240301,-0.13909370414669459,-0.09542123797120912,0.0419489088584465,1.0,-0.293394620249006
comm_abs_area_avg,0.2663533557802364,0.27289744626297635,0.30528203830775646,0.02765771598337932,0.16934750049419495,0.20220900024224875,0.028192930393711953,-0.293394620249006,1.0
