JP_to_minusQ_resid,JQ_to_P_resid,J_lock_max_resid,J_lock_mean_resid,P_norm,Q_norm,candidate,max_J_lock_max_resid,max_J_lock_mean_resid,min_J_lock_max_resid,min_J_lock_mean_resid,pair_count
0.38067453919993244,0.38067453919985966,0.3806745391999525,0.380674539199896,1.0,1.0,unit_C_eigen_raw_even_odd,0.7889543436165447,0.7889543436165033,0.18266861954396138,0.1826686195439589,4
0.3933611749879415,0.39336117498769196,0.3933611749879428,0.39336117498781675,1.0,1.0,unit_C_eigen_transported_even_odd,0.7681716040559874,0.7681716040559701,0.13800603779333967,0.13800603779333703,4
0.4315200509469091,0.43152005094657203,0.43152005094691537,0.43152005094674056,0.9744017928777786,0.8056060868733834,C_eigen_transported_even_odd,0.8301546464450823,0.8301546464449585,0.1843569389999252,0.18435693899978298,4
0.44836651190186144,0.44836651190285615,0.4483665119029357,0.44836651190235877,0.9799205038331515,0.7716426725083547,C_eigen_raw_even_odd,0.8751597856934338,0.8751597856932851,0.18297948043727838,0.18297948043726803,4
0.6906508425610193,0.6906508425611441,0.690650842561155,0.6906508425610818,1.0,1.0,unit_harmonic_QP,0.727999531189839,0.7279995311896333,0.6191553577556036,0.6191553577555816,4
0.710956936802948,0.7109569368025462,0.7109569368030035,0.7109569368027472,0.21018529767370236,0.19533043100456166,harmonic_Q_comm,0.8674141262500108,0.8674141262499906,0.5818808098403538,0.5818808098394848,4
0.7326565305536845,0.7326565305526679,0.7326565305537716,0.7326565305531761,0.19533043100360165,0.3830082712454337,norm_matched_harmonic_QP,0.8003149482511869,0.8003149482510555,0.6474308026396104,0.6474308026395813,4
0.7326565305527215,0.7326565305540153,0.7326565305540756,0.7326565305533683,0.3830082712486367,0.19533043100456166,harmonic_QP,0.8003149482514703,0.8003149482514229,0.6474308026399263,0.6474308026398528,4
0.7489824281543717,0.7489824281537313,0.7489824281544564,0.7489824281540515,1.0471111792337218,1.543285345017249,Q_comm,0.8252919587958615,0.8252919587958203,0.7084874380439864,0.7084874380426212,4
0.7496661652771572,0.7496661652764088,0.7496661652772866,0.7496661652767831,1.0471111792337218,1.9598410076655173,P_comm,0.7951114559678806,0.7951114559677506,0.7194443993838612,0.7194443993821293,4
0.7576065250547513,0.7576065250535172,0.7576065250548156,0.7576065250541343,0.21018529767370236,0.3830082712486367,harmonic_P_comm,0.8066035269875284,0.8066035269874512,0.687525423520014,0.6875254235174172,4
0.8777788210615293,0.8777788210614967,0.8777788210615369,0.877778821061513,1.0,1.0,unit_QP,0.9831745396588084,0.983174539658808,0.6144518237319643,0.6144518237319111,4
0.9227820789362302,0.9227820789359928,0.9227820789362583,0.9227820789361114,1.5432853450111974,1.9598410076575974,norm_matched_QP,0.9831765350821583,0.9831765350821555,0.7836192038328199,0.783619203832769,4
0.922782078936119,0.9227820789362884,0.9227820789363723,0.9227820789362037,1.9598410076655173,1.543285345017249,raw_QP,0.9831765350821571,0.9831765350821552,0.7836192038332455,0.7836192038330794,4
