P_harm,Q_harm,assemblies,best_motif_symp_QP_ratio,best_motif_symp_candidate,best_motif_symp_dim,best_motif_symp_nondeg_ratio,best_motif_symp_rank,best_primary_P_isotropic,best_primary_QP_ratio,best_primary_Q_isotropic,best_primary_candidate,best_primary_dim,best_primary_gate_pass,best_primary_level,best_primary_motif_QP_ratio,best_primary_motif_candidate,best_primary_motif_dim,best_primary_motif_gate_pass,best_primary_motif_nondeg_ratio,best_primary_motif_rank,best_primary_nondeg_ratio,best_primary_rank,best_symp_QP_ratio,best_symp_candidate,best_symp_dim,best_symp_level,best_symp_nondeg_ratio,best_symp_rank,beta,beta0,beta1,beta2,beta3,control_row_count,control_symplectic_pass_count,local_negative_marker,local_symplectic_positive_marker,motif_union_J_lock,option,pair_harm,pair_local_J_lock,pairings,primary_lagrangian_QP_count,primary_motif_lagrangian_QP_count,primary_motif_nondegenerate_count,primary_motif_symplectic_pass_count,primary_nondegenerate_count,primary_row_count,primary_symplectic_pass_count,row_count,signed_birth,symp_primary_lagrangian_count,symp_primary_motif_pass,symp_primary_nondeg_count,symp_primary_pass,union_pair_exchange_motif_pass_count,used_delta_beta,variant
0.24880104631557917,0.38179479579105513,1,0.7855873571765363,"union_plus_link_cycle_geometric_angle_identity_unit_(0, 2)",4,0.7855873571765358,4,2.299169077103423e-17,0.7855873571765363,4.327400734980611e-17,"union_plus_link_cycle_geometric_angle_identity_unit_(0, 2)",4,True,motif,0.7855873571765363,"union_plus_link_cycle_geometric_angle_identity_unit_(0, 2)",4,True,0.7855873571765358,4,0.7855873571765358,4,0.7855873571765363,"union_plus_link_cycle_geometric_angle_identity_unit_(0, 2)",4,motif,0.7855873571765358,4,"[1, 0, 4, 0]",1,0,4,0,3,1,False,True,0.5438258343030387,A_to_B_rescan_strong_reuseB,0.38179479579105513,0.4485530110320348,4,40,40,52,40,52,60,40,63,-0.6246641039192367,40,40,52,40,1,False,real_growth
0.0,0.0,0,0.0,,0,0.0,0,,,,,,,,,,,,,,0.0,,0.0,,0,,0.0,0,"[1, 0, 0, 0]",1,0,0,0,,,True,,0.0,A_to_B_rescan_strong_reuseB,0.0,0.0,0,,,,0,,,0,0,0.0,0,0,0,0,,False,strict_symmetrized_control
0.3433668689249218,0.40562305647622443,2,0.8383203435203992,"union_plus_link_cycle_geometric_angle_identity_unit_(4, 7)",4,0.8383203435203995,4,1.7452950349096626e-17,0.8383203435203992,3.6625757349644e-17,"union_plus_link_cycle_geometric_angle_identity_unit_(4, 7)",4,True,motif,0.8383203435203992,"union_plus_link_cycle_geometric_angle_identity_unit_(4, 7)",4,True,0.8383203435203995,4,0.8383203435203995,4,0.8383203435203992,"union_plus_link_cycle_geometric_angle_identity_unit_(4, 7)",4,motif,0.8383203435203995,4,"[1, 0, 8, 0]",1,0,8,0,6,2,False,True,0.6611077283622376,A_to_B_rescan_strong_reuseB,0.40562305647622443,0.3394769439901298,4,80,80,104,80,104,120,80,126,-0.2852651970622306,80,80,104,80,2,False,no_backreaction
